text,amount,category,payment_method,payment_provider,bank_account,text_source
Paid 10751 for coaching fees via PhonePe from Yes Bank.,10751,education,upi,phonepe,yes bank,ocr_upi
credit card se education loan EMI ke 17883 pay kiye,17883,emi,upi,None,,hinglish
stationery subscription renew 51639.00 cash,None,education,cash,,,voice
Paid 57520 for coaching with cash,57520,education,cash,,,ocr_receipt
bhai Cleartrip ki ride 12128 cash diye,0,travel,cash,,,voice
17445.15 paid for lab tests at hospital using cred.,17445.15,hospital,upi,cred,,english
bike loan EMI payment of 38815 by card,38815,emi,card,,,ocr_receipt
Bought stuff from Zara for 4692 using Jupiter,4692,shopping,upi,jupiter,jupiter,english
Behrouz mein cash diya 2466 chai ke liye,2466,food,cash,,,voice
Deducted 31379 for education loan EMI from Kotak account,31379,emi,unknown,,kotak,english
electricity bill pe 4619 spend kiya using PhonePe,NA,utilities,upi,phonepe,,hinglish
22118 invested in mutual fund SIP today.,22118,investment,unknown,,,english
  MedPlus ka bill 14057.00 cash diya   ,14057.00,healthcare,cash,,,voice
JioCinema movie 499.71 mein book kardi Slice account se,499.71,entertainment,upi,slice,slice,hinglish
cafe total 1913 cred,1913,food,upi,cred,,ocr_receipt
"Coffee on me, Karan ko 2684 pay kiya",2684,friends,unknown,,,hinglish
cafe total 42.60 cash,42.60,null,cash,,,ocr_receipt
hospital bill settle 12789 by Jupiter,12789,healthcare,upi,--,jupiter,ocr_upi
main personal loan EMI ka 31215.65 de diya credit card se,31215.65,installment,upi,cred,,voice
  44055 mutual fund SIP mein daal diye CRED pe   ,44055,investment,upi,cred,,hinglish
5328 deducted for personal loan EMI by phonepe,5328,emi,upi,phonepe,,ocr_upi
Recharged broadband for 3224 with debit card,3224,utilities,card,,,english
"11527.90 for electronics store order, payment Jupiter se hui",11527.90,purchase,upi,jupiter,jupiter,hinglish
Paid 7620 to Coursera from,7620,study,unknown,,,english
  mobile recharge bill pay 3858.53 cred ,3858.53,utilities,upi,cred,,ocr_receipt
"Ugh, water bill ka bill aagaya tha, 2726.36 de diye Jupiter pe",2726.36,utilities,upi,jupiter,jupiter,hinglish
Visa ke through electronics store ko 8809 diya,8809,shopping,card,,,hinglish
"Split the hotel cost with Sneha, my part 5243.79 PayTM",5243.79,friends,upi,paytm,,english
Paid 4133 to broadband from Niyo using slice,nan,utilities,upi,slice,Slice,ocr_receipt
Paid Coursera fees 2319 via Mastercard,2319,study,card,,,english
doctor ko checkup ke 10444 cash diye,10444,education,cash,,,hinglish
Jupiter se upGrad ko 20701,20701,education,Upi,jupiter,jupiter,english
"Drove together, Arjun ne petrol ka 9999 diya",9999,Friends,unknown,,,hinglish
"Meesho ka order 24904 mein, paid by Slice",nan,retail,upi,slice,slice,hinglish
7703 Netmeds pe kharch hua CRED se,7703,hospital,upi,cred,,hinglish
8256.19 MakeMyTrip driver ko cash diya,8256.19,travel,cash,,,hinglish
Allen coaching ki fees 27565 di cash se,27565,tution,cash,,,hinglish
Rahul borrowed 5515 gave cash back,5515,friends,Cash,,,voice
Auto-pay for Angel One 22362.58 via jupiter,22362.58,investment,upi,jupiter,jupiter,ocr_receipt
3752.77 paid for water bill through Bandhan account on PhonePe,3752.77,utilities,upi,phonepe,Bandhan Bank,ocr_receipt
niyo used for fees 2767,2767,Education,upi,niyo,Niyo,english
  Zomato Gold concert ticket 1925 paid by PhonePe ,1925,entertainment,upi,phonepe,,voice
mera car loan EMI ka payment 21786 ho gaya Fi Money pe,21786,emi,upi,fi,fi,voice
RedBus par 9667 spend via cash from IDFC First,9667,fuel,upi,fi,IDFC First,ocr_upi
7814.38 IRCTC driver ko cash diya,7814.38,fuel,cash,,,hinglish
transferred 6853.65 to sovereign gold bond from Bandhan,6853.65,investment,unknown,,bandhan,voice
lab test ke 22092.48 paytm kar diye,22092.48,healthcare,upi,paytm,,voice
Added 35618.03 to sovereign gold bond from my savings.,35618.03,invstment,unknown,,,english
Meesho ka bill 22897.74 paid by cash,22897.74,shopping,cash,,,voice
diagnostic center ka payment 7590.34 card se diya,7590.34,healthcar,card,,,hinglish
20323 invested in index fund today.,20323,investment,UNKNOWN,,,english
Paid 12151 for this month's home loan EMI via credit card,12151,emi,upi,cred,,english
"friend sent 7401 for the cab, received on Niyo",7401,p2p,upi,niyo,Niyo,english
lab test ke 1368.24 paytm kar diye,1368.24,healthcare,upi,paytm,,voice
22429 for bike loan EMI paid from IDFC First,22429,loans,upi,fi,idfc,hinglish
index fund mein 21750.20 add kiye using cred,21750.20,investment,upi,cred,,voice
Paid 4908 to Karan using CRED.,4908,friends,upi,cred,,ocr_upi
exam fee subscription renew kiya 11400 ka,11400,education,unknown,,,hinglish
Cash 1852 for PVR,None,entertainment,cash,,,english
Payment of 24508 to diagnostic center successful via cash,24508,healthcare,cash,,,ocr_upi
5433 paid via Niyo for Ananya.,5433,friends,upi,niyo,niyo,ocr_upi
Payment to Zomato for 1388.22 using GPay,1388.22,dining,upi,gpay,,ocr_upi
NPS ke liye 2551.51 invest kiya bhai,2551.51,investment,unknown,,,hinglish
"Ugh, wifi bill ka bill aagaya tha, 4227.03 de diye phonepe pe",4227.03,bills,upi,phonepe,Fi,hinglish
DTH recharge pe 2347.18 spend kiya using Visa,2347.18,utilities,card,,,hinglish
3666 invested in gold using bhim,3666,investment,upi,NA,,ocr_receipt
"For Neha's treat, paid 6145 by paytm from Canara",6145,friends,upi,paytm,canara,english
renewed PVR for 2209 rupees used Slice,2209,OTT,upi,--,slice,voice
education loan EMI EMI 27706 deducted via Mastercard,27706,installment,card,,,voice
lab test bill of 22678 on phonepe.,22678,healthcare,upi,phonepe,,english
aaj Amazon order 25127 debit hua GPay se,25127,shoping,upi,gpay,,voice
"Neha ka birthday treat, 1850.05 contribute kiya cash",1850.05,Friends,cash,,,hinglish
Hospital admission charges 15199.61 by Niyo.,15199.61,Health,upi,niyo,Niyo,english
maintenance ka bill 2220 niyo se diya,2220,utilities,upi,niyo,Niyo,hinglish
mutual fund SIP ke liye 7538 ka payment debit card se kiya.,7538,investment,card,,,english
Allen coaching course ki fees 34690.23 transfer ki Axis Bank se,34690.23,education,unknown,,axis,hinglish
"Bewakoof ka order 15110 mein, paid by jupiter",15110,shopping,upi,jupiter,jupiter,hinglish
Netflix subscription 2220 paytm,2220,entertainment,upi,NA,,ocr_upi
Auto-pay for Groww 10059 via Niyo,10059,investment,upi,niyo,Niyo,ocr_receipt
30957 invested in gold today.,30957,mutual fund,unknown,,,english
"Tata CLiQ shopping, 14598 by niyo",14598,shopping,upi,niyo,niyo,english
sovereign gold bond ko 49717 transfer kiya paytm ke through,49717,mutual fund,UPI,paytm,,hinglish
"1997.09 repaid to Ananya for the book, used Google Pay",1997.09,peer,upi,gpay,,english
Amazon order 24279 paid by cash,24279,food,cash,,,english
netmeds ka order 10384.25 upi se clear kardia,10384.25,healthcare,unknown,,,voice
Air India ki app se 3567 ka ticket liya Visa se,3567,travel,card,,,hinglish
i bought from Flipkart for 8614.46 with cash,8614.46,shopping,cash,,,voice
UPI payment to INOX for 2699.40 via GPay,2699.40,entertainment,upi,gpay,,ocr_upi
credit card EMI ke liye 26634 ka payment kardia Visa pe,26634,installment,upi,cred,,hinglish
BookMyShow ka monthly charge 1574 dedo YES BANK card se,1574,entertainment,card,,yes bank,hinglish
   38437 udemy course liya jupiter se  ,38437,education,upi,jupiter,Jupiter,voice
Monthly EMI of 28401 paid via niyo,28401,loan,upi,niyo,Niyo,hinglish
Deducted 24387.43 for credit card EMI from Federal Bank account,24387.43,emi,upi,cred,Federal Bank,english
crypto purchase of 28055 using cash,28055,investment,cash,,,ocr_upi
Bill payment for DTH recharge of 4408 via CRED,4408,entertainment,upi,cred,,ocr_upi
"3205 SpiceJet ko diya for booking, paid via slice",3205,fuel,upi,slice,slice,hinglish
"Indian Oil ne 1202 ka ride liya, payment cash se",1202,commute,cash,,,hinglish
Cash on delivery for Amazon order 5830,5830,shopping,cash,,,ocr_receipt
Spent 5830 on stationery course materials,5830,Education,unknown,,,ocr_receipt
brother ko 1999 bheje RBL ke through,1999,Friends,unknown,,rbl,hinglish
Paid wifi bill for 3484 using Mastercard from,3484,utilities,upi,fi,Fi Money,english
  Payment to Bewakoof for 10806 via Mastercard from SBI ,10806,shopping,card,,sbi,english
23720 lab test ko transfer kiya jupiter se,23720,healthcare,upi,jupiter,jupiter,hinglish
24214 gold mein daal diye PhonePe pe,24214,invest,upi,NA,,hinglish
13386 for education loan EMI paid from,13386,EMI,unknown,,,hinglish
lab test ka payment 7960 Visa se diya,7960,healthcare,card,,,hinglish
Bewakoof order 9720 paid by Fi,9720,shopping,upi,fi,fi,english
CRED se INOX ko 2693 ka payment,2693,travel,upi,cred,,ocr_upi
  home loan EMI ki installment 30767 de di credit card se  ,30767,,upi,cred,,english
"cafe se biryani mangwai, 1509 pay kiya ICICI Bank card se",1509,restuarant,card,,icici,hinglish
"Yaar, credit card EMI ka paisa 37958 kat gaya Federal Bank se",37958,emi,upi,cred,federal bank,hinglish
MakeMyTrip pe 4856 spend kiye using ICICI Bank UPI,4856,travel,unknown,,icici,hinglish
checkup ka payment 7042 Fi se diya,7042,hospital,upi,fi,fi,hinglish
  Jio recharge ki bill 3801 pay ki paytm se   ,3801,Utilities,upi,paytm,,english
"Lunch at Haldirams for 123, paid by cash",123,food,cash,,,hinglish
main 584 pharmacy mein de aaya cash,584,medical,cash,,,voice
Recurring payment to recurring deposit for 1450 via Paytm,1450,investment,upi,gpay,,ocr_upi
main SpiceJet ko 5778 pay kiya PayTM ke through,5778,travel,upi,paytm,,voice
mobile recharge recharge ho gaya 4993 ka from PhonePe,4993,utilities,upi,phonepe,,hinglish
i paid stationery 12153 from Slice using PayTM,12153,education,upi,gpay,slice,voice
Doctor's fee 16956 paid by BHIM,16956,healthcare,upi,bhim,,ocr_receipt
Air India recharge of 3046 done with niyo,3046,fuel,upi,niyo,Niyo,ocr_upi
Goibibo se 987 ka bill cash se clear,987,travel,cash,,,ocr_upi
Fees ka 41266 pay kardiya,41266,education,unknown,,,hinglish
Paid PharmEasy 13881 in cash.,13881,healthcare,cash,,,english
"Swiggy ka online order, 1206 debit hua card se",1206,food,card,,,hinglish
coaching subscription renew kiya 9667.06 ka,9667.06,education,unknown,,,hinglish
coaching online course 18451 via Mastercard,18451,school,card,,,ocr_receipt
wifi bill bill 3624.96 done via phonepe,3624.96,utilities,upi,phonepe,fi,english
28396.99 Meesho ko diya cash se,28396.99,purchase,cash,,,voice
Netflix concert ticket 472 paid by Fi,472,leisure,upi,fi,fi,voice
eye clinic 11332 UPI cred.,11332,pharmacy,UPI,cred,,english
"1904 wifi bill ke liye de diye yaar, BHIM se",1904,utilities,upi,bhim,fi,hinglish
462.75 Apple Music subscription auto-debit ho gaya via Visa,462.75,entertainment,card,,,hinglish
29121.17 invested in mutual fund SIP today.,29121.17,savings,unknown,,,english
Fi Money se Coursera ko 24301.46,24301.46,study,Upi,fi,fi,english
bhim used for exam fee 49305.19,49305.19,investment,upi,bhim,,english
water bill recharge ho gaya 696 ka from bhim,696,utilities,upi,bhim,,hinglish
Croma 24491 UPI bhim,24491,shopping,upi,bhim,,ocr_receipt
bhai ke saath Subway mein khana khaya 97.88 ka bill BHIM se,97.88,food,upi,bhim,,voice
Hospital admission charges 8821.16 by Slice.,8821.16,healthcare,upi,slice,slice,english
4957 transferred to electricity bill from ICICI Bank via cash,4957,bills,cash,,ICICI,ocr_upi
Croma ke liye 29943 ka payment niyo se kiya,29943,shopping,upi,niyo,niyo,english
"Rahul owes me 4875 for lunch, paid via credit card",4875,friends,upi,cred,,english
Angel One 33012 payment done with bhim,33012,investment,UPI,null,,ocr_upi
39449.12 ki sovereign gold bond ki purchase card se,39449.12,investment,card,,,hinglish
"Dinner at Swiggy 1076.63 rupees, card",1076.63,food,card,,,english
12829.64 coaching coaching fee paytm se,12829.64,school,upi,paytm,,voice
14931.31 spent on Air India using jupiter,null,travel,upi,jupiter,jupiter,voice
Just paid 25489.86 for my installment,25489.86,emi,unknown,,,english
mutual fund SIP ke liye 12357.65 ka payment Paytm se kiya.,12357.65,education,upi,paytm,,english
405 JioCinema subscription ke liye de diye,405,entertainment,unknown,,,hinglish
UPI payment to Allen coaching for 38710 using cash.,38710,eduation,cash,,,ocr_upi
BHIM used for upGrad 3811,3811,education,upi,bhim,,english
doctor ko checkup ke 22048 cash diye,22048,healthcare,cash,,,hinglish
Apollo Pharmacy pe 21523.63 udhar diye cash se,21523.63,healthcare,cash,,,hinglish
returned friend my share 2864 on PhonePe,2864,friends,upi,phonepe,,voice
Added 43643 to sovereign gold bond from my savings.,43643,savings,unknown,,,english
Lunch at Box8 2340 PhonePe,2340,food,upi,phonepe,,ocr_receipt
Behrouz food delivery 998.26 on slice,998.26,food,upi,slice,slice,english
Paid back 8500.98 to Rahul for the movie tickets using gpay,8500.98,p2p,upi,gpay,,english
jupiter se home loan EMI ka 21931 bheja,21931,emi,upi,jupiter,Jupiter,english
Lunch at KFC 2460 cred,2460,foods,upi,cred,,ocr_receipt
Deducted 2756 on cred for water bill,2756,utilities,upi,nan,,ocr_upi
Booked tickets on Zomato Gold for 1552 using Mastercard,1552,entertainment,card,,,english
"electricity bill ka recharge kiya hai 167 ka, Slice pe",167,recharge,upi,slice,slice,hinglish
5153 stocks mein daale via PayTM,5153,investment,upi,paytm,,hinglish
cash se Subway ko 230.17 ka bill,230.17,restuarant,Cash,,,ocr_upi
16158 invested in Angel One today.,16158,investment,UNKNOWN,,,english
  GPay se Spotify ko 2115.89 transfer for entertainment ,2115.89,entertainment,upi,gpay,,hinglish
Uber recharge of 6042.66 using BHIM.,6042.66,travell,upi,NA,,english
Invested 37447.23 in PPF via PayTM,37447.23,investment,upi,paytm,,ocr_upi
bhai ke saath canteen mein khana khaya 48.44 ka bill Mastercard se,48.44,food,card,,,voice
Chai-samosa ke liye dhaba mein 958 spend kiye cred pe,958,foods,upi,cred,,hinglish
phonepe se restaurant ko 1227 transfer kiya lunch ke liye,1227,food,upi,,,voice
Book purchase for fees 20701.51 cash,20701.51,education,cash,,,ocr_receipt
Booked Netflix tickets for 2420 by Mastercard,2420,entertainment,card,,,ocr_receipt
Added 28651 to Angel One from my savings.,28651,investment,unknown,,,english
doctor ko checkup ke 20563 cash diye,20563,healthcare,Cash,,,hinglish
"  1140.80 udd gaya Biryani Blues pe khane mein, cash diya  ",1140.80,restuarant,cash,,,hinglish
"Just cleared my rent, 3680.35 paid on Phone Pe",null,utilities,upi,phonepe,,english
   16826 fees coaching fee paytm se  ,,education,upi,paytm,,voice
DTH recharge ke liye 2575 ka payment kia cash se,2575,utilities,cash,,,voice
  6994.69 for exam fee books on jupiter ,6994.69,tution,upi,jupiter,jupiter,english
broadband recharge ho gaya 4090 ka from Mastercard,4090,Utilities,card,,,hinglish
Khana Zomato 1598 paid by bhim,1598,meal,upi,bhim,,ocr_upi
Apple Music subscription 2271 Fi,2271,leisure,upi,fi,fi,ocr_upi
fees 18562.51 school fees ko diya cash,18562.51,education,cash,,,voice
   Auto-debit for Groww 22709.41 from Federal Bank  ,22709.41,investment,card,,Federal Bank,ocr_upi
index fund ke liye 35457 ka SIP PayTM se diya,35457,investment,upi,paytm,,hinglish
diagnostic center se medicine li 11928.94 ka Visa kiya,11928.94,medical,card,,,hinglish
Cleared credit card EMI for 3848,3848,emi,upi,cred,,english
checkup charges 6749 from ICICI Bank card,6749,Health,card,,icici,ocr_receipt
  wifi bill bill pay 2978.15 cred  ,2978.15,utilities,upi,cred,fi,ocr_receipt
Spent 2383 on BookMyShow with Mastercard,2383,entertainment,card,,,ocr_upi
49456.79 sovereign gold bond mein daale via credit card,49456.79,investment,upi,cred,,hinglish
Booked Rapido ticket for 13786 via cash,13786,travell,cash,,,ocr_upi
Pizza Hut food delivery 1834 on niyo,-1834,Food,upi,nan,Niyo,english
Airtel recharge recharge of 4975 with cash,4975,utilities,cash,,,english
maintenance ke liye 1666 paytm kara,1666,friends,upi,,,voice
"  brother owes me 7081.29 for lunch, paid via PhonePe  ",null,friends,upi,phonepe,,english
NPS pe 37088.28 ka contribution cash se,37088.28,investment,cash,,,ocr_receipt
33200.66 sip in mutual fund SIP through IndusInd.,NA,investment,unknown,,indusind,english
23131 spent on books using cash,23131,study,cash,,,english
Steam pe 240 lagaye for prime membership using Visa,240,Entertainment,card,,,hinglish
bhai ne bataya Groww mein 48419 lagaye hai PhonePe se,48419,Investment,upi,NA,,voice
DTH recharge ke paise 563.90 kat gaye from Federal Bank,563.90,utilites,unknown,,federal bank,hinglish
Fees ka 28615.47 pay kardiya,28615.47,education,unknown,,,hinglish
Quick Myntra purchase for 17646.42,,shopping,unknown,,,english
"MedPlus ke liye 1142 ka kharcha, cash",1142,healthcare,cash,,,ocr_upi
Upi money send 1469 to restaurant for food by,1469,food,unknown,,,ocr_upi
kharcha FirstCry par 7140 ka Mastercard se kiya,7140,shopping,upi,fi,fi,voice
28251 sovereign gold bond mein daale via card,28251,investment,card,,,hinglish
  Swiggy pe 701 ka bill Mastercard kiya ,701,food,card,,,hinglish
maine electronics store pe 11274.13 spend kiye CRED ke through,11274.13,shopping,upi,NA,,voice
roommate ko 6900 bheje Phone Pe se.,6900,friends,upi,phonepe,,ocr_upi
40452 stationery ka payment kar diya PayTM pe,40452,education,upi,paytm,,hinglish
aaj doctor mein 11156 ka payment kiya bhim se,11156,healthcare,upi,bhim,,voice
home loan EMI auto-debit of 29187.99 from on debit card,29187.99,emi,card,,,ocr_upi
Visa se Spotify ko 1486 transfer for entertainment,1486,entertainment,card,,,hinglish
Paid 1403 at Netflix using Canara cash,1403,entertainment,cash,,canara,ocr_receipt
Air India ke liye 525 ka bill paytm se clear,525,travel,upi,paytm,,voice
"Nykaa se 26361.91 ka maal aaya, Slice se pay kiya",26361.91,shopping,upi,slice,Slice,hinglish
"   Haldirams bill paid, 2217 via Fi  ",2217,food,upi,fi,fi,ocr_upi
Booked tickets on Steam for 2416.94 using Mastercard,2416.94,entertainment,card,,,english
Lunch at restaurant for 2313.05 paid by cash,2313.05,food,CASH,,,english
Chai-samosa ke liye Blinkit mein 235 spend kiye CRED pe,235,food,UPI,cred,,hinglish
phonepe se Priya ko transfer 5573.04 for movie tickets,5573.04,friends,upi,phonepe,,voice
Coursera online course 39030.42 via cash,39030.42,education,cash,,,ocr_receipt
23022 ka car loan EMI bhej diya card se,23022,emi,card,,,hinglish
Cash payment of 5639.21 at eye clinic,5639.21,healthcare,cash,,,ocr_upi
Made rent payment of 2294 via cash,2294,utilities,cash,,,english
woh 618 jo Ananya ne manga tha paid by Niyo,618,friends,upi,niyo,niyo,voice
Paid 27859 for coaching with cash,27859,education,cash,,,ocr_receipt
Booked stationery course for 9299 with Slice,9299,education,upi,slice,slice,english
slice notification: 2838.91 paid to electricity bill from Fi,2838.91,utilities,upi,slice,slice,ocr_upi
broadband 4548.50 payment successful on cash,4548.50,Utilities,cash,,,ocr_receipt
2153.98 JioCinema ki membership renew kardi bhim pe se,2153.98,entertainment,upi,bhim,,hinglish
Bought Angel One units worth 45400.50 with Google Pay.,45400.50,investment,upi,gpay,,english
Apollo Pharmacy consultation fee 19176 credit card pe.,19176,medical,upi,cred,,english
Booked tickets on Apple Music for 1623 using Fi Money,1623,entertainment,upi,fi,fi,english
books online course 52495.97 via Phone Pe,52495.97,education,upi,phonepe,,ocr_receipt
Fees ka 18287 pay kardiya,18287,education,unknown,,,hinglish
main installment ka 33063 de diya Jupiter se,33063,emi,upi,jupiter,jupiter,voice
aaj gas bill pay kiya 694 from Bank of Baroda,694,utilities,unknown,,bob,voice
"H&M pe 16261 spend kare, cash ke saath",16261,shopping,cash,,,hinglish
42292 upGrad ka payment kar diya cash pe,42292,,cash,,,hinglish
Coursera ki fees 59470 di cash se,,study,cash,,,hinglish
wifi bill 4884 paid through phonepe from State Bank,4884,bills,upi,--,sbi,voice
"Priya ke liye book mangaayi, 9694 advance diya",9694,food,Unknown,,,hinglish
rent recharge ho gaya 2757.41 ka from Jupiter,2757.41,utilities,upi,jupiter,jupiter,hinglish
Paid eye clinic 8114 in cash.,8114,healthcare,cash,,,english
H&M shopping ke liye 6967.46 ka payment debit card se,6967.46,purchase,card,,,hinglish
mall ko 22167 transfer kiye card se,22167,shopping,Card,,,hinglish
23601 eye clinic pe kharch hua slice se,23601,Health,upi,slice,slice,hinglish
Auto-payment for PPF of 3060 from .,3060,investment,unknown,,,english
Paid 11264 to petrol pump via cash,11264,travel,cash,,,ocr_upi
"cafe se biryani mangwai, 2367 pay kiya Yes Bank card se",2367,food,card,,yes bank,hinglish
  Apple Music monthly fee 2054 through SBI card ,2054,entertainment,card,,sbi,ocr_receipt
10954.89 spent on MakeMyTrip travel with jupiter,10954.89,travel,upi,jupiter,jupiter,ocr_upi
Paid 9876 to Ananya from Kotak Mahindra.,9876,education,Unknown,,kotak,ocr_upi
39927 gone for car loan EMI,39927,emi,unknown,,,english
Sent 13799 for EMI to Jupiter via Visa,13799,emi,upi,jupiter,Jupiter,english
2236 paid to restaurant from HDFC account,2236,dining,unknown,,HDFC,ocr_upi
Zara ke liye 24604 ka payment debit card se kiya,24604,shopping,CARD,,,english
UPI payment to exam fee for 30374.56 using CRED.,30374.56,education,UPI,null,,ocr_upi
Deducted 7196 for Uber booking.,7196,travel,unknown,,,english
Udemy pe 48554 ka payment paytm kiya,48554,education,upi,paytm,,hinglish
Coursera fees 59806 diya Fi se,59806,education,upi,fi,fi,voice
Set up EMI auto-debit for 38706.28 from HDFC Bank,1234567,loan,card,,hdfc,ocr_receipt
   Paid 37822 to RBL for bike loan EMI by credit card  ,37822,emi,upi,cred,RBL,ocr_receipt
cred to Apollo Pharmacy for 10116.,10116,healthcare,upi,cred,,english
"Lenskart order paid, 10975 deducted via Google Pay",10975,purchase,upi,nan,,hinglish
24255 NPS mein daale via slice,-24255,investment,upi,None,Slice,hinglish
car loan EMI ka installment 16516 clear kardia credit card pe,16516,emi,upi,cred,,hinglish
2859 for Steam via cash from RBL,2859,entertainment,cash,,rbl,english
IRCTC ka bill 8635.78 card se,8635.78,travel,card,,,ocr_receipt
checkup 18776 PayTM,18776,healthcare,Upi,paytm,,ocr_receipt
Tuition fees 7540 IDFC card,7540,education,card,,idfc,ocr_receipt
main Zomato Gold ke liye 1641 pay kiya using Google Pay,1641,entertainment,upi,gpay,,voice
Air India me 12283 ka payment ho gaya Mastercard se,12283,fuel,card,,,voice
stocks ki installment 13258 HDFC Bank card se pay ki,13258,mutual fund,card,,hdfc,hinglish
Bought gold units worth 36187.90 with Slice.,36187.90,investment,upi,slice,slice,english
Airtel recharge bill pay 249.95 gpay,249.95,utilities,upi,gpay,,ocr_receipt
"exam fee se material mangaya, 46616 diye credit card se",46616,education,upi,cred,,hinglish
null,16819.73,hospital,cash,,,ocr_upi
kharcha Flipkart par 29517 ka cred se kiya,29517,shopping,upi,cred,,voice
Rahul ko 9612 bheje Fi Money ke through,9612,friends,upi,fi,fi,hinglish
"1210 wifi bill ke liye de diye yaar, Phone Pe se",1210,utilities,upi,phonepe,Fi,hinglish
RedBus recharge 12316 from Union Bank account via cash,12316,travel,cash,,Union Bank,voice
"Ugh, broadband ka bill aagaya tha, 3751 de diye Slice pe",3751,null,upi,slice,Slice,hinglish
PayTM ke through FirstCry ko 27753 diya,27753,shopping,upi,paytm,fi,hinglish
aaj food delivery Box8 1196 cred ke through,1196,dining,upi,cred,,voice
EMI for car loan EMI - 12441 using debit card,12441,loan,card,,,english
Meesho 4568 credit card se cut gaya ICICI,4568,shopping,upi,None,icici,voice
"Rahul ne 5799 maanga tha, de diya cash",5799,p2p,cash,,,ocr_receipt
1894.52 debited for PVR by cash,1894.52,entrtainment,card,,,ocr_upi
metro ki app se 5437.69 ka ticket liya cash se,5437.69,fuel,cash,,,hinglish
UPI payment to FirstCry for 4294.77 from bhim,4294.77,shoping,upi,bhim,fi,ocr_receipt
tuition ki fees 29197 di card se,29197,study,card,,,hinglish
maine Nykaa pe 6127 spend kiye credit card ke through,6127,shoping,upi,cred,,voice
credit card to physio for 18329.,18329,Health,upi,cred,,english
cash se dhaba ko 252 ka bill,252,food,cash,,,ocr_upi
  34936.99 for credit card EMI via bhim ,34936.99,emi,upi,bhim,,ocr_receipt
"Ufff, FirstCry ne kat liya 4961, card se payment",4961,shopping,upi,nan,fi,hinglish
crypto ko 33812 transfer kiya card ke through,33812,investment,card,,,hinglish
MakeMyTrip ke ticket ke liye 3070 pay kiya debit card pe,3070,Transport,card,,,hinglish
50884 coaching ka payment kar diya cash pe,50884,eduation,cash,,,hinglish
Jio recharge recharge ho gaya 3165 ka from Visa,3165,shopping,card,,,hinglish
doctor ka bill 14125.40 jupiter pe clear kiya,14125.40,Health,upi,jupiter,jupiter,hinglish
"Bhook lag rahi thi, Subway se 921 ka order bhim se kiya",921,food,upi,bhim,,hinglish
1922.49 Steam subscription auto-debit ho gaya via cash,1922.49,entertainment,card,,,hinglish
Pizza from Biryani Blues for 451 on Niyo,NA,grocery,upi,niyo,Niyo,english
Deducted 4467 for HP petrol booking.,4467,commute,unknown,,,english
Tuition fee 24529 paid to Coursera with jupiter.,24529,study,upi,jupiter,jupiter,ocr_upi
mera bike loan EMI ka payment 29865.56 ho gaya PayTM pe,29865.56,emi,upi,paytm,,voice
Cleartrip recharge of 14503.31 using cred.,14503.31,travel,upi,cred,,english
17151.04 spent on electronics store via cash,17151.04,shopping,cash,,,ocr_upi
aaj Coursera ke liye 13709 spend kiya Phone Pe se,13709,education,upi,phonepe,,voice
Transferred 2787.05 to my sovereign gold bond from Union Bank.,2787.05,savings,unknown,,union bank,english
main 6702 pharmacy mein de aaya cash,6702,healthcare,cash,,,voice
cash se Udemy ka 56747.09 ka bill pay kiya.,56747.09,education,cash,,,ocr_upi
PPF SIP deduction of 26343 by BHIM.,26343,Investment,upi,null,,english
12464 ki FD ki purchase slice se,12464,investment,upi,--,slice,hinglish
books subscription renew kiya 27276.66 ka,null,shopping,UNKNOWN,,,hinglish
21456.53 payment at Apollo Pharmacy using Mastercard,21456.53,healthcare,CARD,,,ocr_upi
Medicine from Netmeds 4519 on card,4519,healthcare,card,,,ocr_receipt
mutual fund SIP ke liye 43619.34 ka payment bhim se kiya.,43619.34,mutual fund,upi,bhim,,english
"home loan EMI kharcha, 16493 via cred",16493,emi,upi,cred,,ocr_upi
aaj upGrad ke liye 13207 spend kiya cash se,13207,eduation,cash,,,voice
  UPI payment to INOX for 1288 via Jupiter  ,1288,entertainment,upi,nan,jupiter,ocr_upi
main installment ka 36054 de diya debit card se,36054,emi,card,,,voice
   Rahul for cab 1694 split Fi  ,1694,freind,upi,fi,fi,ocr_receipt
32096 mutual fund SIP mein daal diye paytm pe,32096,invest,upi,paytm,,hinglish
837 concert subscription ke liye de diye,837,entertainment,unknown,,,hinglish
"sister owes me 8136 for lunch, paid via cash",8136,freind,cash,,,english
Spent 1297 on Goibibo from,1297,travel,unknown,,,ocr_receipt
  Paid 26803 to mall via jupiter  ,26803,shopping,upi,None,Jupiter,ocr_upi
"  MedPlus ke liye 1142 ka kharcha, cash ",1142,healthcare,cash,,,ocr_upi
water bill recharge ho gaya 2888.50 ka from CRED,2888.50,utilities,upi,nan,,hinglish
Ola ki app se 11584 ka ticket liya paytm se,11584,travel,upi,paytm,,hinglish
gas bill ke paise 2005 kat gaye from RBL Bank,2005,utilities,unknown,,RBL,hinglish
Paid 20025 for a Bewakoof delivery,20025,purchase,Unknown,,,english
electronics store se 10623 ka bill pay kiya credit card se,10623,shopping,upi,cred,,hinglish
Amazon pe shopping kiye 29612 cred se,NA,shopping,upi,cred,,hinglish
"Coffee on me, Ananya ko 4870 pay kiya",4870,friends,unknown,,,hinglish
