text,amount,category,payment_method,payment_provider,bank_account,text_source
Khana restaurant 989 paid by slice,989,food,upi,slice,slice,ocr_upi
Fees ka 40160 pay kardiya,40160,education,unknown,,,hinglish
upGrad pe 58732 ka payment BHIM kiya,58732,education,upi,bhim,,hinglish
"Bhai, Zara se 17202.26 ka saman liya cash diya",17202.26,shopping,cash,,,hinglish
Swiggy 480 ka bill clear via Visa,480,food,card,,,english
Ola se 5555 ka recharge card se kiya,5555,travel,card,,,hinglish
Money sent to Neha for 2639.59 via Niyo.,2639.59,friends,upi,niyo,niyo,ocr_upi
Scanned & paid 26913 at Nykaa via Fi Money,26913,shopping,upi,fi,fi,ocr_receipt
Paid books fees 16946 via Paytm,16946,education,upi,paytm,,english
rent ka 1722 ka bill auto-debit ho gaya GPay se,1722,utilities,upi,gpay,,hinglish
"sister ka birthday treat, 3162 contribute kiya cash",3162,friends,cash,,,hinglish
"Ufff, Croma ne kat liya 7236, cash se payment",7236,shopping,cash,,,hinglish
bhai IndiGo ki ride 8875.62 cash diye,8875.62,travel,cash,,,voice
Spotify pe movie dekhne ka 133 spend kiya,133,entertainment,unknown,,,hinglish
physio ka 16545 ka bill RBL Bank ke card se pay,16545,healthcare,card,,rbl,hinglish
bhim se tuition ka 29944 ka bill pay kiya.,29944,education,upi,bhim,,ocr_upi
food court bill paid 387 via Slice,387,food,upi,slice,slice,english
Mastercard use karke personal loan EMI ka 7602.84 dedo,7602.84,emi,card,,,hinglish
wifi bill ka bill 2053 Visa se diya,2053,utilities,upi,fi,fi,hinglish
Fees for school fees 32409.30 paid by Jupiter,32409.30,education,upi,jupiter,jupiter,english
UPI payment to Zomato Gold for 2826 via cash,2826,entertainment,cash,,,ocr_upi
Dentist visit 13555 done through BHIM.,13555,healthcare,upi,bhim,,english
Cash 1841.67 for Spotify,1841.67,entertainment,cash,,,english
9221 spent on Allen coaching using Slice,9221,education,upi,slice,slice,english
EMI for car loan EMI - 12441 using debit card,12441,emi,card,,,english
Jio recharge payment of 2455.13 using Slice,2455.13,utilities,upi,slice,slice,ocr_receipt
Paid 1420 to BigBasket via Slice from,1420,food,upi,slice,slice,english
IRCTC ke ticket ke liye 4174 pay kiya CRED pe,4174,travel,upi,cred,,hinglish
DTH recharge recharge of 4785 with cash,4785,utilities,cash,,,english
Made water bill payment of 2802 via BHIM,2802,utilities,upi,bhim,,english
IndiGo se 11674 ka recharge karaya.,11674,travel,unknown,,,english
Jio recharge ke liye 2786.84 ka payment kiya Phone Pe se,2786.84,utilities,upi,phonepe,,hinglish
installment payment of 35217 by Mastercard,35217,emi,card,,,ocr_receipt
Fees for fees 28856 paid by cred,28856,education,upi,cred,,english
Chai-samosa ke liye BigBasket mein 1204 spend kiye bhim pe,1204,food,upi,bhim,,hinglish
NPS mein 27105 ka order Fi se,27105,investment,upi,fi,fi,voice
Paid fees fees 30315 via credit card,30315,education,upi,cred,,english
cash se maintenance ko 3337 transfer kiya,3337,utilities,cash,,,hinglish
24107 for home loan EMI paid from YES BANK,24107,emi,unknown,,yes bank,hinglish
Successful payment of 711 to Airtel recharge with cred,711,utilities,upi,cred,,ocr_upi
"KFC pe khana 651, UPI Fi Money",651,food,upi,fi,fi,english
Paid 2369.89 for Airtel recharge through Fi Money,2369.89,utilities,upi,fi,fi,english
23352.84 hospital ko transfer kiya PayTM se,23352.84,healthcare,upi,paytm,,hinglish
Croma online order 23984 paid by cash,23984,shopping,cash,,,ocr_receipt
1904.73 ki car loan EMI bhari Union Bank ke through,1904.73,emi,unknown,,union bank,hinglish
installment ka installment 37714 Jupiter pe de diya,37714,emi,upi,jupiter,jupiter,hinglish
JioCinema ke liye 811 Jupiter se,811,entertainment,upi,jupiter,jupiter,ocr_upi
aaj Angel One ka 19860 debit hua niyo se,19860,investment,upi,niyo,niyo,voice
Zara checkout 27264.23 credit card,27264.23,shopping,upi,cred,,ocr_receipt
aaj Dominos pe order kiya 1170.01 cash se,1170.01,food,cash,,,voice
fees subscription renew kiya 54184 ka,54184,education,unknown,,,hinglish
flatmate se 7983 wapas liya cash mein,7983,friends,cash,,,hinglish
Netflix monthly fee 1758 through Kotak Mahindra card,1758,entertainment,card,,kotak,ocr_receipt
INOX 336 wala plan le liya cash through Yes Bank,336,entertainment,cash,,yes bank,voice
Ananya ko 6383 bheja Fi Money card se,6383,friends,upi,fi,fi,ocr_receipt
brother ko 7755.73 bheje Canara ke through,7755.73,friends,unknown,,canara,hinglish
8749 sent to Neha for weekend plan expenses using jupiter,8749,friends,upi,jupiter,jupiter,english
mutual fund SIP ko 2767 transfer kiya cash ke through,2767,investment,cash,,,hinglish
Rahul ka udhaar 9630 vapas kiya jupiter pe,9630,friends,upi,jupiter,jupiter,voice
personal loan EMI ka 33742 transfer credit card se ho gaya,33742,emi,upi,cred,,voice
Monthly credit card EMI of 21174 paid via Phone Pe,21174,emi,upi,phonepe,,hinglish
Fi Money se JioCinema ki annual plan leli worth 2091.19,2091.19,entertainment,upi,fi,fi,hinglish
"Zomato se biryani mangwai, 538.61 pay kiya Fi Money card se",538.61,food,upi,fi,fi,hinglish
bike loan EMI ke liye 36472 ka payment kardia niyo pe,36472,emi,upi,niyo,niyo,hinglish
Fi Money se BookMyShow ko 917 pay kiya,917,entertainment,upi,fi,fi,english
Mastercard se personal loan EMI ka 3894.75 ka payment,3894.75,emi,card,,,ocr_receipt
electricity bill ka bill pay kiya 326 cash se,326,utilities,cash,,,hinglish
education loan EMI ka EMI 29629 auto debit hogaya,29629,emi,card,,,hinglish
main Indian Oil ko 13779 de diya cash me,13779,travel,cash,,,voice
Tata CLiQ shopping 28160 upi Niyo,28160,shopping,upi,niyo,niyo,voice
lab test consultation 2094 paid with Jupiter cash,2094,healthcare,upi,jupiter,jupiter,ocr_upi
"17956 for Bewakoof order, payment Fi Money se hui",17956,shopping,upi,fi,fi,hinglish
just paid 34214 towards personal loan EMI using cred,34214,emi,upi,cred,,voice
Meesho 22764 jupiter,22764,shopping,upi,jupiter,jupiter,ocr_receipt
lab test ke liye 9198 advance diya gpay pe,9198,healthcare,upi,gpay,,hinglish
aaj sovereign gold bond ka 26697 debit hua bhim se,26697,investment,upi,bhim,,voice
doctor ke liye 12003.83 spent from Union Bank card,12003.83,healthcare,card,,union bank,voice
"21391 for Ajio order, payment debit card se hui",21391,shopping,card,,,hinglish
jupiter se electronics store ko 13036 ka payment,13036,shopping,upi,jupiter,jupiter,ocr_upi
lab test checkup fee 5227 SBI,5227,healthcare,unknown,,sbi,ocr_receipt
electricity bill 4754 payment successful on PayTM,4754,utilities,upi,paytm,,ocr_receipt
Rapido travel expense 12456.85 deducted from Niyo,12456.85,travel,upi,niyo,niyo,hinglish
FirstCry se liya saman 8487 ka phonepe pay,8487,shopping,upi,phonepe,fi,voice
cash through Federal Bank for Myntra 23822,23822,shopping,cash,,federal bank,ocr_upi
"Bhai, installment ka 27366 de diya cash se",27366,emi,cash,,,hinglish
i paid Udemy 15811.41 from using cash,15811.41,education,cash,,,voice
"Kharcha hua FirstCry pe 28646.38, cash use kiya",28646.38,shopping,upi,fi,fi,hinglish
woh 4296 jo Karan ne manga tha paid by Fi,4296,friends,upi,fi,fi,voice
gpay se 1042 PVR ko,1042,entertainment,upi,gpay,,ocr_upi
19873 for FD linked to,19873,investment,unknown,,,ocr_receipt
roommate ki shaadi ka gift 7271.08 PayTM se bheja,7271.08,friends,upi,paytm,,hinglish
water bill ki bill 1573.15 pay ki Slice se,1573.15,utilities,upi,slice,slice,english
Groww ke liye 38263.34 ka payment Fi kiya,38263.34,investment,upi,fi,fi,voice
Paid Allen coaching fees 26541 via Visa,26541,education,card,,,english
stocks SIP auto-debit 22486 ho gaya,22486,investment,card,,,hinglish
DTH recharge 2634 deducted by for bill,2634,utilities,unknown,,,voice
CRED to diagnostic center for 10339.,10339,healthcare,upi,cred,,english
Rapido ki app se 167 ka ticket liya Fi se,167,travel,upi,fi,fi,hinglish
JioCinema subscription 2493 cash,2493,entertainment,cash,,,ocr_upi
sovereign gold bond ke liye 38842.31 ka payment niyo se kiya.,38842.31,investment,upi,niyo,niyo,english
Rapido travel expense 13772.28 deducted from IndusInd,13772.28,travel,unknown,,indusind,hinglish
card se electricity bill ko 3572 transfer kiya,3572,utilities,card,,,hinglish
DTH recharge ka bill 2932 CRED se diya,2932,utilities,upi,cred,,hinglish
aaj KFC se snack liya 1822 ka upi se,1822,food,unknown,,,voice
12299 spent on Yatra using gpay,12299,travel,upi,gpay,,voice
netmeds ka order 9646 upi se clear kardia,9646,healthcare,unknown,,,voice
"Dominos pe food delivery, 405.27 ka payment done via credit card",405.27,food,upi,cred,,hinglish
"Yaar, personal loan EMI ka paisa 21200 kat gaya YES BANK se",21200,emi,unknown,,yes bank,hinglish
Medical bill of 11467.72 at eye clinic via PayTM,11467.72,healthcare,upi,paytm,,ocr_upi
physio payment 19229 by card,19229,healthcare,card,,,ocr_upi
Spotify premium 2733.94 auto-debit gpay,2733.94,entertainment,upi,gpay,,ocr_receipt
"upGrad se material mangaya, 37381 diye cred se",37381,education,upi,cred,,hinglish
Monthly sovereign gold bond auto-debit of 38620 via paytm.,38620,investment,upi,paytm,,english
physio pe 393 udhar diye Visa se,393,healthcare,card,,,hinglish
Haldirams total 2359 CRED,2359,food,upi,cred,,ocr_receipt
Rapido ke ticket ke liye 5952.35 pay kiya Paytm pe,5952.35,travel,upi,paytm,,hinglish
Invested 15136 in Angel One via Mastercard,15136,investment,card,,,ocr_upi
main 22056 doctor ko Mastercard se de diya,22056,healthcare,card,,,voice
39925 recurring deposit mein daale via PhonePe,39925,investment,upi,phonepe,,hinglish
Rahul bhai ko 2964 bej diya cash pe,2964,friends,cash,,,hinglish
Deducted 3655 on Visa for mobile recharge,3655,utilities,card,,,ocr_upi
"1035 debit hua Hotstar ke liye, payment method cash",1035,entertainment,card,,,hinglish
bhai ko books ke liye 2234 diya cash se,2234,education,cash,,,voice
PharmEasy ko 19301.05 ka installment cash se,19301.05,healthcare,cash,,,ocr_upi
1831 Hotstar subscription auto-debit ho gaya via Jupiter,1831,entertainment,upi,jupiter,jupiter,hinglish
BookMyShow ke liye 720 ka payment bhim se kiya,720,entertainment,upi,bhim,,english
wifi bill ki bill 880.51 pay ki cash se,880.51,utilities,upi,fi,fi,english
Apollo Pharmacy ke liye 14520 spent from card,14520,healthcare,card,,,voice
"petrol pump me 13438.27 pay kiya, mode CRED.",13438.27,travel,upi,cred,,english
Allen coaching course 1251.43 by Slice,1251.43,education,upi,slice,slice,english
1953 paid to restaurant from Niyo account,1953,food,upi,niyo,niyo,ocr_upi
stocks ko 9395 transfer kiya BHIM ke through,9395,investment,upi,bhim,,hinglish
JioCinema ke liye 2227 ka payment BHIM se kiya,2227,entertainment,upi,bhim,,hinglish
doctor ka bill 14125.40 jupiter pe clear kiya,14125.40,healthcare,upi,jupiter,jupiter,hinglish
"2336.08 debit hua Zomato Gold ke liye, payment method Fi Money",2336.08,entertainment,upi,fi,fi,hinglish
Petrol 8919 at Uber.,8919,travel,unknown,,,english
Petrol 2268 at metro.,2268,travel,unknown,,,english
Neha ki shaadi ka gift 8051 Visa se bheja,8051,friends,card,,,hinglish
"H&M pe 16261 spend kare, cash ke saath",16261,shopping,cash,,,hinglish
paid credit card EMI of 5756 by debit card,5756,emi,upi,cred,,voice
"2590 maintenance ke liye de diye yaar, cash se",2590,utilities,cash,,,hinglish
Investment in Groww for 14457.24 from HDFC Bank,14457.24,investment,unknown,,hdfc,ocr_upi
Auto-debit for recurring deposit 31185 from BOB,31185,investment,card,,bob,ocr_upi
Ola 12946 paid by cash from,12946,travel,cash,,,ocr_receipt
UPI payment to Ananya for 2752.56 using Fi Money.,2752.56,friends,upi,fi,fi,ocr_upi
hospital admission pe advance 20227 diya card se,20227,healthcare,card,,,voice
Added 45712 to recurring deposit from my savings.,45712,investment,unknown,,,english
"Box8 pe khana 795.84, UPI GPay",795.84,food,upi,gpay,,english
aaj mobile recharge ka bill gaya 1971 cred se,1971,utilities,upi,cred,,voice
Ola ride fare 8783 cash,8783,travel,cash,,,ocr_receipt
2940 for medicines at MedPlus cash payment.,2940,healthcare,cash,,,english
Hotstar pe movie dekhne ka 1040 spend kiya,1040,entertainment,unknown,,,hinglish
"exam fee se material mangaya, 53103 diye cash se",53103,education,cash,,,hinglish
Netmeds pe 24714 ka payment RBL card se,24714,healthcare,card,,rbl,hinglish
Travel expense 13550 for IRCTC using Niyo.,13550,travel,upi,niyo,niyo,english
bhai se 15925 liya for PharmEasy phir cash diya,15925,healthcare,cash,,,voice
eye clinic ko 20213 diya bhim se,20213,healthcare,upi,bhim,,hinglish
aaj coaching ke liye 34598 spend kiya cash se,34598,education,cash,,,voice
Yatra ride fare 10644 paytm,10644,travel,upi,paytm,,ocr_receipt
Flipkart 6543 debit BHIM Bandhan Bank,6543,shopping,upi,bhim,bandhan,ocr_receipt
hospital admission pe advance 707.82 diya card se,707.82,healthcare,card,,,voice
home loan EMI payment of 24802.13 done with credit card,24802.13,emi,upi,cred,,english
lab test ke 6465.02 paytm kar diye,6465.02,healthcare,upi,paytm,,voice
4790 for wifi bill using cred card,4790,utilities,upi,cred,fi,english
transferred 23779 to mutual fund SIP from ICICI,23779,investment,unknown,,icici,voice
checkup par 4753.11 ka bill cash se,4753.11,healthcare,cash,,,ocr_upi
canteen order for 709.32 using Phone Pe,709.32,food,upi,phonepe,,english
"MakeMyTrip flight booking 5368, paid by cash.",5368,travel,cash,,,english
physio ka payment 16980 gpay se diya,16980,healthcare,upi,gpay,,hinglish
diagnostic center ka payment 19284 paytm se diya,19284,healthcare,upi,paytm,,hinglish
Groww pe 46798 lagaya yaar,46798,investment,unknown,,,hinglish
"Online order on Amazon for 15223, paid by gpay",15223,shopping,upi,gpay,,english
Nykaa ka payment 29186 debit card wallet se,29186,shopping,card,,,voice
11179.37 transferred for course course fee,11179.37,education,unknown,,,english
"2753.25 debit hua SonyLIV ke liye, payment method jupiter",2753.25,entertainment,upi,jupiter,jupiter,hinglish
35519 transferred for exam fee course fee,35519,education,unknown,,,english
Paid 2861 at BookMyShow with CRED,2861,entertainment,upi,cred,,english
aaj Hotstar me 2318 kharch kare cred se,2318,entertainment,upi,cred,,voice
Box8 bill paid 61 via Mastercard,61,food,card,,,english
374 SonyLIV ki membership renew kardi BHIM pe se,374,entertainment,upi,bhim,,hinglish
Visa use karke credit card EMI ka 6851.32 dedo,6851.32,emi,upi,cred,,hinglish
merchant ne 15507 liya cash mein for checkup,15507,healthcare,cash,,,voice
gold mein 41818 add kiye using Jupiter,41818,investment,upi,jupiter,jupiter,voice
aaj BookMyShow me 1552.19 kharch kare Fi se,1552.19,entertainment,upi,fi,fi,voice
Bought crypto units worth 38637.86 with PhonePe.,38637.86,investment,upi,phonepe,,english
IRCTC ki booking karne pe 2377.05 lag gaye Paytm se,2377.05,travel,upi,paytm,,hinglish
13540 udemy course liya cash se,13540,education,cash,,,voice
credit card EMI ka 33033.43 transfer cred se ho gaya,33033.43,emi,upi,cred,,voice
699 deducted for INOX via UPI PayTM,699,entertainment,upi,paytm,,ocr_receipt
"gas bill ka recharge kiya hai 1905 ka, Mastercard pe",1905,utilities,card,,,hinglish
Sent 15397.44 for credit card EMI to via Jupiter,15397.44,emi,upi,cred,jupiter,english
Priya ko 2758 udhaar diya cash se,2758,friends,cash,,,hinglish
"Lenskart pe 16237 spend kare, Niyo ke saath",16237,shopping,upi,niyo,niyo,hinglish
55687 transferred for Coursera course fee,55687,education,unknown,,,english
aaj broadband ka bill gaya 3796.63 cred se,3796.63,utilities,upi,cred,,voice
Meesho 2062.31 credit card se cut gaya ICICI,2062.31,shopping,upi,cred,icici,voice
14573.47 for personal loan EMI through card,14573.47,emi,card,,,english
H&M ka payment 366 debit card wallet se,366,shopping,card,,,voice
Paid 4026 to doctor by debit card,4026,healthcare,card,,,ocr_receipt
merchant ne 2117 liya cash mein for checkup,2117,healthcare,cash,,,voice
Spent 39444 on exam fee course materials,39444,education,unknown,,,ocr_receipt
aaj EMI ka 20996 bheja card kar ke,20996,emi,card,,,voice
Nykaa shopping 17577 upi PhonePe,17577,shopping,upi,phonepe,,voice
"brother me 9265 udhaar diya, paytm se",9265,friends,upi,paytm,,english
aaj Amazon order 22393 debit hua Slice se,22393,shopping,upi,slice,slice,voice
"BigBasket ka online order, 213.38 debit hua cash se",213.38,food,card,,,hinglish
4848 for medicines at hospital cash payment.,4848,healthcare,cash,,,english
"Yaar, cafe ka bill 1520 aaya, phonepe se clear kiya",1520,food,upi,phonepe,,hinglish
i just put 35151.68 in sovereign gold bond from Federal Bank,35151.68,investment,unknown,,federal bank,voice
Booked course course for 11569 with CRED,11569,education,upi,cred,,english
"Split the hotel cost with flatmate, my part 6216 GPay",6216,friends,upi,gpay,,english
i just put 33865 in FD from RBL Bank,33865,investment,unknown,,rbl,voice
maine Reliance Digital pe 26961 spend kiye Slice ke through,26961,shopping,upi,slice,slice,voice
BookMyShow ka 1208.94 cash se cut gaya yaar,1208.94,entertainment,cash,,,hinglish
fees course fee 15625 paid with Slice.,15625,education,upi,slice,slice,ocr_upi
25971 spent on Lenskart via cash,25971,shopping,cash,,,ocr_upi
index fund investment of 33493 done via gpay,33493,investment,upi,gpay,,voice
cash se Tata CLiQ ko 3775 ka payment,3775,shopping,cash,,,ocr_upi
upGrad material 52189 through card,52189,education,card,,,english
EMI for EMI - 7753.69 using Google Pay,7753.69,emi,upi,gpay,,english
"Just cleared my gas bill, 3576 paid on niyo",3576,utilities,upi,niyo,niyo,english
rent pe 2988 spend kiya using PayTM,2988,utilities,upi,gpay,,hinglish
doctor ko checkup ke 7275 cash diye,7275,healthcare,cash,,,hinglish
"Pizza Hut pe food delivery, 813 ka payment done via debit card",813,food,card,,,hinglish
aaj MakeMyTrip par 12840 kharcha hua card se,12840,travel,card,,,voice
NPS mein 27356 ka order Niyo se,27356,investment,upi,niyo,niyo,voice
Groww mein 38493 add kiya Paytm se,38493,investment,upi,paytm,,hinglish
Fees ka 58827 pay kardiya,58827,education,unknown,,,hinglish
"Lunch at Dominos for 656.97, paid by Google Pay",656.97,food,upi,gpay,,hinglish
IRCTC recharge 5992 from Bank of Baroda account via Slice,5992,travel,upi,slice,slice,voice
dhaba 2365 UPI jupiter,2365,food,upi,jupiter,jupiter,ocr_receipt
i paid 3698.93 to eye clinic using Fi Money,3698.93,healthcare,upi,fi,fi,voice
Monthly personal loan EMI of 37416 paid via credit card,37416,emi,upi,cred,,hinglish
Fi Money se water bill ko 86 transfer kiya,86,utilities,upi,fi,fi,hinglish
845 udhar diya Behrouz mein khane ka bill cash se,845,food,cash,,,voice
i just did PVR subscription for 420.97 through credit card,420.97,entertainment,upi,cred,,voice
"Air India me 9061.95 pay kiya, mode cred.",9061.95,travel,upi,cred,,english
paid 5523 for metro via cash upi,5523,travel,cash,,,voice
Scanned & paid 18733.42 at H&M via cash,18733.42,shopping,cash,,,ocr_receipt
NPS SIP deduction of 46530 by Fi Money.,46530,investment,upi,fi,fi,english
Successful payment of 1164.52 to electricity bill with Jupiter,1164.52,utilities,upi,jupiter,jupiter,ocr_upi
education loan EMI installment 30990.61 through debit card,30990.61,emi,card,,,ocr_receipt
Spotify ke live concert ke liye 1098.17 pay kiye cash se,1098.17,entertainment,cash,,,hinglish
bike loan EMI ke liye 30803 ka payment kardia credit card pe,30803,emi,upi,cred,,hinglish
Jio recharge ke liye 2089 ka payment on Visa,2089,utilities,card,,,ocr_upi
Karan ko 2292 ka UPI payment Jupiter se kiya.,2292,friends,upi,jupiter,jupiter,ocr_upi
15992 ki home loan EMI bhari Yes Bank ke through,15992,emi,unknown,,yes bank,hinglish
water bill ke liye 1934 ka payment kiya Jupiter se,1934,utilities,upi,jupiter,jupiter,hinglish
aaj rent pay kiya 1394.53 from BOB,1394.53,utilities,unknown,,bob,voice
Jio recharge payment of 1731.35 using Paytm,1731.35,utilities,upi,gpay,,ocr_receipt
bhai SonyLIV ka bill 2655 de diya card pe,2655,entertainment,card,,,voice
main restaurant ko 55 diye cash se,55,food,cash,,,voice
aaj education loan EMI ka 32849 bheja credit card kar ke,32849,emi,upi,cred,,voice
Dentist visit 2556 done through Mastercard.,2556,healthcare,card,,,english
lab test ka 20311 ka bill Bandhan Bank ke card se pay,20311,healthcare,card,,bandhan,hinglish
Paid diagnostic center 19433.19 in cash.,19433.19,healthcare,cash,,,english
4195.72 ka mobile recharge payment done via debit card,4195.72,utilities,card,,,hinglish
Ananya ko 2160 bheje Niyo ke through,2160,friends,upi,niyo,niyo,hinglish
13429 for this month's credit card EMI from Jupiter,13429,emi,upi,cred,jupiter,voice
Starbucks pe 1704.58 ka bill PayTM kiya,1704.58,food,upi,paytm,,hinglish
"281.64 Yatra ko diya for booking, paid via Fi",281.64,travel,upi,fi,fi,hinglish
Paid back 7203 to Sneha for the movie tickets using slice,7203,friends,upi,slice,slice,english
main bike loan EMI ka 19396 de diya GPay se,19396,emi,upi,gpay,,voice
"physio mein 15296 ka kharcha, Paytm",15296,healthcare,upi,paytm,,ocr_receipt
IndiGo recharge 12875 from Slice account via Phone Pe,12875,travel,upi,phonepe,slice,voice
10868 lab test pe kharch hua cash se,10868,healthcare,cash,,,hinglish
Coursera subscription renew 43229.67 Niyo,43229.67,education,upi,niyo,niyo,voice
electricity bill ki bill 3313 pay ki BHIM se,3313,utilities,upi,bhim,,english
"Drove together, Sneha ne petrol ka 1198.35 diya",1198.35,friends,unknown,,,hinglish
Cash payment of 16819.73 at diagnostic center,16819.73,healthcare,cash,,,ocr_upi
Paid 6430 at Rapido via card,6430,travel,card,,,ocr_receipt
wifi bill pe 1431 spend kiya using GPay,1431,utilities,upi,gpay,fi,hinglish
brother ko 624.52 ka bill share kiya,624.52,friends,unknown,,,ocr_receipt
Quick bite at Swiggy 1432 with IDFC Niyo,1432,food,upi,niyo,idfc,english
Spotify 185 payment done via cash,185,entertainment,cash,,,ocr_receipt
apne Canara account se physio ko 3839 transfer kiya,3839,healthcare,unknown,,canara,voice
friend se 9121 wapas liya cash mein,9121,friends,cash,,,hinglish
"physio ke liye 16888 ka kharcha, card",16888,healthcare,card,,,ocr_upi
2267.99 ka water bill payment done via Phone Pe,2267.99,utilities,upi,phonepe,,hinglish
Jio recharge 4376.58 payment successful on Phone Pe,4376.58,utilities,upi,phonepe,,ocr_receipt
1880 installment ke liye State Bank se pay kiya,1880,emi,unknown,,sbi,hinglish
Paid 872 to Biryani Blues via bhim from HDFC Bank,872,food,upi,bhim,hdfc,english
main MakeMyTrip ko 4271.43 pay kiya cash ke through,4271.43,travel,cash,,,voice
"flatmate ke liye book mangaayi, 3900 advance diya",3900,friends,unknown,,,hinglish
BigBasket bill paid 2241 via PayTM,2241,food,upi,paytm,,english
Tata CLiQ recharge 27791.80 Mastercard,27791.80,shopping,card,,,ocr_receipt
main JioCinema ke liye 1952 pay kiya using Niyo,1952,entertainment,upi,niyo,niyo,voice
physio ke liye 8515.83 spent from State Bank card,8515.83,healthcare,card,,sbi,voice
Chai-samosa ke liye Biryani Blues mein 1456 spend kiye Slice pe,1456,food,upi,slice,slice,hinglish
roommate recharge of 8629 via jupiter.,8629,friends,upi,jupiter,jupiter,ocr_upi
Nykaa 27146 credit card se cut gaya RBL Bank,27146,shopping,upi,cred,rbl,voice
Recharged rent for 4162 with BHIM,4162,utilities,upi,bhim,,english
"roommate sent 5760 for the cab, received on Paytm",5760,friends,upi,paytm,,english
9543 for books books on cash,9543,education,cash,,,english
Ola se 7277 ka bill clear kiya cash ke through,7277,travel,cash,,,hinglish
27461 ki crypto ki purchase cash se,27461,investment,cash,,,hinglish
doctor ka bill 23156 jupiter kiya,23156,healthcare,upi,jupiter,jupiter,hinglish
maintenance 1540 paid through PhonePe from Niyo,1540,utilities,upi,phonepe,niyo,voice
Dentist visit 17097.44 done through Mastercard.,17097.44,healthcare,card,,,english
Blinkit ka khana 1969.55 ka pay se payment hua,1969.55,food,unknown,,,voice
Udemy course fee 29986 transferred via Slice,29986,education,upi,slice,slice,voice
"8476 RedBus ko diya for booking, paid via Fi Money",8476,travel,upi,fi,fi,hinglish
EMI ka EMI 27255 auto debit hogaya,27255,emi,card,,,hinglish
MakeMyTrip ki cab ke 9017.71 Jupiter se transfer kar diye,9017.71,travel,upi,jupiter,jupiter,hinglish
Neha ki shaadi ka gift 5735.09 Paytm se bheja,5735.09,friends,upi,paytm,,hinglish
Online order from PharmEasy for 6922.48 via cash,6922.48,healthcare,cash,,,ocr_upi
gas bill 3146.21 payment successful on card,3146.21,utilities,card,,,ocr_receipt
eye clinic payment 11797.82 via paytm,11797.82,healthcare,upi,paytm,,ocr_receipt
Angel One SIP deduction of 34335.69 by Google Pay.,34335.69,investment,upi,gpay,,english
Netmeds consultation fee 21959 Paytm pe.,21959,healthcare,upi,paytm,,english
13249 invested in FD using Fi Money,13249,investment,upi,fi,fi,ocr_receipt
Angel One ke liye 17144 ka SIP phonepe se diya,17144,investment,upi,phonepe,,hinglish
car loan EMI ka installment 31700.66 Mastercard pe de diya,31700.66,emi,card,,,hinglish
"Drove together, roommate ne petrol ka 1706.25 diya",1706.25,friends,unknown,,,hinglish
personal loan EMI ka 30054 cash se diya,30054,emi,cash,,,hinglish
paid 18769 for NPS via cash,18769,investment,cash,,,voice
rent ka bill 4117.44 Paytm se diya,4117.44,utilities,upi,paytm,,hinglish
Just paid 24730.81 at FirstCry,24730.81,shopping,upi,fi,fi,english
"Lent 4459 to Priya for shopping, Jupiter",4459,friends,upi,jupiter,jupiter,english
Fees ka 27651 pay kardiya,27651,education,unknown,,,hinglish
Concert ticket booked 2181 cash Slice,2181,entertainment,upi,slice,slice,ocr_receipt
Apollo Pharmacy ke liye 8361.99 pay kiya cash se,8361.99,healthcare,cash,,,hinglish
Booked school fees course for 51352 with Fi Money,51352,education,upi,fi,fi,english
Order from KFC of 959 using slice,959,food,upi,slice,slice,ocr_upi
21606 for installment through Mastercard,21606,emi,card,,,english
"Bhai, kal Haldirams pe 2474.17 kharcha hua cash pe",2474.17,food,cash,,,hinglish
"Bhai, FirstCry se 18547.06 ka saman liya cash diya",18547.06,shopping,upi,fi,fi,hinglish
Booked Goibibo ticket for 14701 via cash,14701,travel,cash,,,ocr_upi
Zomato Gold ke liye 1716 niyo se,1716,entertainment,upi,niyo,niyo,ocr_upi
Payment to Flipkart for 3824.85 via Visa from Indusind Bank,3824.85,shopping,card,,indusind,english
checkup ka 3765 ka bill pay kiya cash ke through,3765,healthcare,cash,,,voice
"petrol pump me 7432 pay kiya, mode Jupiter.",7432,travel,upi,jupiter,jupiter,english
aaj exam fee ko 48672.13 bheja gpay ke through,48672.13,education,upi,gpay,,voice
jupiter se Tata CLiQ ko 3620.24 ka payment,3620.24,shopping,upi,jupiter,jupiter,ocr_upi
mobile recharge bill 1960.36 done via gpay,1960.36,utilities,upi,gpay,,english
bhai movie ticket ke liye 583 credit card se book kiya Spotify pe,583,entertainment,upi,cred,,hinglish
Meesho ko 3306 transfer kiye ICICI Bank card se,3306,shopping,card,,icici,hinglish
INOX pe movie dekhne ka 2274 spend kiya,2274,entertainment,unknown,,,hinglish
Petrol 5823 at Cleartrip.,5823,travel,unknown,,,english
index fund pe 40988 ka contribution cash se,40988,investment,cash,,,ocr_receipt
main tuition ke liye 14093 pay kiya Punjab National Bank card se,14093,education,card,,pnb,voice
"Coursera se material mangaya, 5424.38 diye Google Pay se",5424.38,education,upi,gpay,,hinglish
Croma checkout 23600.89 slice,23600.89,shopping,upi,slice,slice,ocr_receipt
Paid eye clinic 8072.73 from Canara,8072.73,healthcare,unknown,,canara,ocr_upi
2458 for course books on Paytm,2458,education,upi,paytm,,english
fees 44727 UPI niyo,44727,education,upi,niyo,niyo,ocr_receipt
