text,amount,category,payment_method,location,notes
aaj flight ticket booking lia 4564 rupaye upi se pay kia,4564,travel,upi,,
ola cab ki ticket 23688 rs. me book kiyaa cash se,23688,travel,cash,,
Car loan EMI INR 39304,39304,emi,upi,,
online amazon purchase se 37279 ka saman lia cash se pay kiyaa,37279,shopping,cash,,
just random text 123,-5000,error,123,NULL,
Doctor consultation INR 19941,19941,healthcare,upi,,
Messy outlier tx ccard,,,ccard,,
16771 rupaiye lga hotel booking me cash se die,16771,travel,cash,,
doctor consultation pe 14903 rupaye kharch hui davai pe upi se,14903,healthcare,upi,,
online flipkart order se 38485 ka saman liya card se pay kia,38485,shopping,card,,
Movie ticket booking INR 26131,26131,entertainment,upi,,
Home loan EMI INR 20444,20444,emi,cash,,
pharmacy medicine purchase me 40800 rs kharch hua cash se diy,40800,healthcare,cash,,
24322 rupay ka personal loan installment installment upi se diye,24322,emi,upi,,
online clothing store bill se 18986 ka saman lia cash se pay kiya,18986,shopping,cash,,
39473 rupaye ka pharmacy medicine purchase bill aaya cash se pay kia,39473,healthcare,cash,,
Mutual fund SIP INR 49507,49507,investment,card,,
Gas bill payment INR 40346,40346,utilities,card,,
pharmacy medicine purchase me 9602 rupay karcha hua cash se die,9602,healthcare,cash,,
padhai ke liye library fee pe 29683 rs karcha kiyaa upi se,29683,education,upi,,
11347 rs ka electricity bill payment bill pay kya card se,11347,utilities,card,,
flight ticket booking ka kiraya 4564 rs diyee upi se,4564,travel,upi,,
aaj internet recharge ka 20639 rupye ka bill upi se bhra,20639,utilities,upi,,
Lunch at hotel INR 41867,41867,food,card,,
Zomato dinner INR 29492,29492,food,cash,,
online course subscription ki fees 39601 rupaye card se bharaa,39601,education,card,,
loan ka home loan emi 38465 rupaiye upi se pay kiya,38465,emi,upi,,
gas bill payment recharge kiya 46672 rupye upi se,46672,utilities,upi,,
netflix subscription ka subscription 34435 rupye upi se renew kia,34435,entertainment,upi,,
Amazon purchase INR 15088,15088,shopping,card,,
aaj lunch at hotel se khana order kia 12649 rs. upi se diy,12649,food,upi,,
43294 rupaiye ppf contribution me daale upi se,43294,investment,upi,,
ola cab ki ticket 9983 rupye me book kiya card se,9983,travel,card,,
Medical test charges INR 27426,27426,healthcare,cash,,
padhai ke liye exam fee pe 35334 rupaye kharchaa kiya card se,35334,education,card,,
Internet recharge INR 45125,45125,utilities,upi,,
Pharmacy medicine purchase INR 25897,25897,healthcare,cash,,
doctor ke yahan 5037 rs. laga card se die,5037,healthcare,card,,
crypto investment me 24114 rupaiye invest kia cash se,24114,investment,cash,,
13072 rupaye ka internet recharge bill pay kiyaa cash se,13072,utilities,cash,,
,NULL,shopping_err,paypal,,EDA test row
14496 rupaiye stock purchase me daale card se,14496,investment,card,,
aaj flight ticket booking liya 48115 rupaiye card se pay kiya,48115,travel,card,,
loan ka personal loan installment 10558 rupay cash se pay kia,10558,emi,cash,,
Hotel booking INR 35701,35701,travel,upi,,
College fees payment INR 5290,5290,education,card,,
bus ticket ki ticket 20930 rs me book kiyaa cash se,20930,travel,cash,,
Pharmacy medicine purchase INR 32661,32661,healthcare,card,,
hospital bill pe 12672 rupaye karcha hui davai pe upi se,12672,healthcare,upi,,
16152 rs ka internet recharge bill pay kiyaa upi se,16152,utilities,upi,,
flipkart order se 15439 rupay ka shopping kiya upi se,15439,shopping,upi,,
Crypto investment INR 32439,32439,investment,upi,,
Messy outlier tx ,"1,000",,bitcoin,,EDA test row
6852 rupye kharchaa kya zomato dinner pe card se,6852,food,card,,
Library fee INR 44452,44452,education,card,,
ppf contribution ka SIP 10474 rs upi se bhra,10474,investment,upi,,
Online shopping payment INR 3536,3536,shopping,upi,,
Flipkart order INR 7479,7479,shopping,card,,
Stock purchase INR 1123,1123,investment,card,,
Hospital bill INR 41264,41264,healthcare,card,,
water bill ka bill 10694 rupaiye card se bhara,10694,utilities,card,,
,"1,000",1234,paypal,,
41679 rs ka medical test charges bill aaya upi se pay kya,41679,healthcare,upi,,
amazon purchase se 29532 rs. ka shopping kiyaa card se,29532,shopping,card,,
Online course subscription INR 45528,45528,education,cash,,
Exam fee INR 43627,43627,education,card,,
aaj electricity bill payment ka 11347 rupaiye ka bill card se bhara,11347,utilities,card,,
hotel booking ki ticket 45855 rupye me book kia cash se,45855,travel,cash,,
doctor consultation me 26526 rupay karcha hua upi se die,26526,healthcare,upi,,
"cafe coffee pe 28642 ka bill tha, cash se pay kya",28642,food,cash,,
Hospital bill INR 44223,44223,healthcare,upi,,
Electronics shopping INR 20593,20593,shopping,upi,,
Flipkart order INR 38485,38485,shopping,card,,
Hotel booking INR 2655,2655,travel,upi,,
doctor consultation pe 27196 rupaiye karcha hui davai pe card se,27196,healthcare,card,,
Online shopping payment INR 46189,46189,shopping,upi,,
library fee ki fees 29683 rupaye upi se bhra,29683,education,upi,,
Water bill INR 15742,15742,utilities,upi,,
Amazon purchase INR 34623,34623,shopping,cash,,
Train ticket IRCTC INR 16575,16575,travel,upi,,
Exam fee INR 10986,10986,education,upi,,
pizza delivery me 39223 rupye ka khana khya card se,39223,food,card,,
10308 rupye khrcha kia restaurant bill pe cash se,10308,food,cash,,
2935 rupay khrcha kiya food court payment pe cash se,2935,food,cash,,
Internet recharge INR 30520,30520,utilities,upi,,
Home loan EMI INR 44640,44640,emi,upi,,
Stock purchase INR 9736,9736,investment,upi,,
42304 rupaye mutual fund sip me daale cash se,42304,investment,cash,,
Zomato dinner INR 40955,40955,food,card,,
Flight ticket booking INR 36178,36178,travel,cash,,
electricity bill payment ka bill 32705 rs. cash se bhra,32705,utilities,cash,,
39175 rupay ka credit card emi installment upi se diy,39175,emi,upi,,
Pharmacy medicine purchase INR 17345,17345,healthcare,card,,
pharmacy medicine purchase me 49301 rs. karcha hua cash se diyee,49301,healthcare,cash,,
Online course subscription INR 43497,43497,education,cash,,
Restaurant bill INR 17154,17154,food,card,,
Movie ticket booking INR 30543,30543,entertainment,card,,
clothing store bill se 12880 rs. ka shopping kia card se,12880,shopping,card,,
Ola cab INR 1590,1590,travel,upi,,
loan ka bike loan emi 14361 rs card se pay kya,14361,emi,card,,
Cafe coffee INR 31429,31429,food,cash,,
Amazon purchase INR 8762,8762,shopping,cash,,
23342 rs khrcha kiyaa food court payment pe cash se,23342,food,cash,,
22871 rupye ka pharmacy medicine purchase bill aaya card se pay kya,22871,healthcare,card,,
46390 rupay mutual fund sip me daale card se,46390,investment,card,,
Hospital bill INR 39512,39512,healthcare,upi,,
College fees payment INR 40818,40818,education,card,,
aaj cafe coffee se khana order kiya 37514 rupaiye card se diy,37514,food,card,,
null,NULL,error,ccard,,
12649 rs. karcha kiyaa lunch at hotel pe upi se,12649,food,upi,,
aaj hotel booking lia 20442 rs card se pay kiyaa,20442,travel,card,,
Messy outlier tx csh,five hundred,unknown,ccard,,
"restaurant bill pe 42457 ka bill tha, cash se pay kiyaa",42457,food,cash,,
Messy outlier tx ,-100,misc,bitcoin,,
exam fee ki fees 49514 rupye upi se bhra,49514,education,upi,,
bus ticket ki ticket 16317 rupay me book kya card se,16317,travel,card,,
uber ride ki ticket 15034 rs. me book kiyaa card se,15034,travel,card,,
Hospital bill INR 47829,47829,healthcare,cash,,
Swiggy order INR 5692,5692,food,cash,,
Crypto investment INR 5216,5216,investment,upi,,
5423 rupaiye mutual fund sip me daale cash se,5423,investment,cash,,
Train ticket IRCTC INR 27394,27394,travel,card,,
Bus ticket INR 16317,16317,travel,card,,
electronics shopping pe shopping kiya 3182 rupaiye khrcha cash se,3182,shopping,cash,,
test transaction do not process,99999999,unknown,unknown,,
loan ka home loan emi 41371 rs. cash se pay kiyaa,41371,emi,cash,,
aaj hotel booking lia 2655 rs. upi se pay kiyaa,2655,travel,upi,,
Mobile recharge INR 20130,20130,utilities,upi,,
Messy outlier tx ,0,blabla,123,,EDA test row
Cafe coffee INR 12169,12169,food,upi,,
ppf contribution me 17397 rupaiye invest kya card se,17397,investment,card,,
online flipkart order se 48118 ka saman liyaa cash se pay kiya,48118,shopping,cash,,
aaj internet recharge ka 38381 rupay ka bill upi se bharaa,38381,utilities,upi,,
Stock purchase INR 34012,34012,investment,cash,,
20501 rs. ka water bill bill pay kiya upi se,20501,utilities,upi,,
Messy outlier tx unknown,0,misc,,NULL,
padhai ke liye exam fee pe 46161 rupye khrcha kiya card se,46161,education,card,,
aaj ppf contribution me 24954 rupaye lagaye cash se,24954,investment,cash,,
36320 rupaye lagaa train ticket irctc me cash se diye,36320,travel,cash,,
Mobile recharge INR 36285,36285,utilities,cash,,
doctor ke yahan 39473 rupay laga cash se diy,39473,healthcare,cash,,
931 rs. kharchaa kya pizza delivery pe card se,931,food,card,,
!@#$%^&*(),-5000,unknown,123,,
13573 rs. ka personal loan installment installment upi se diyee,13573,emi,upi,,
aaj fixed deposit investment me 41591 rupye lagaye upi se,41591,investment,upi,,
aaj mobile recharge ka 44496 rupaye ka bill card se bharaa,44496,utilities,card,,
Exam fee INR 8233,8233,education,card,,
Mobile recharge INR 32382,32382,utilities,cash,,
Netflix subscription INR 16538,16538,entertainment,upi,,
Credit card EMI INR 37737,37737,emi,cash,,
college fees payment ka course 48851 rupaye me liya cash se pay kia,48851,education,cash,,
Messy outlier tx paypal,NaN,shopping_err,csh,,
fixed deposit investment ka SIP 43173 rupaiye cash se bharra,43173,investment,cash,,
aaj internet recharge ka 45866 rs ka bill upi se bharra,45866,utilities,upi,,
loan ka home loan emi 33306 rs. cash se pay kya,33306,emi,cash,,
Flipkart order INR 13771,13771,shopping,card,,
Electronics shopping INR 18134,18134,shopping,cash,,
electronics shopping pe shopping kiya 45288 rs kharcha card se,45288,shopping,card,,
netflix subscription dekha 27484 rs. lga cash se diy,27484,entertainment,cash,,
Concert ticket INR 494,494,entertainment,card,,
Train ticket IRCTC INR 22566,22566,travel,upi,,
Library fee INR 3411,3411,education,cash,,
2106 rs lagaa uber ride me cash se diy,2106,travel,cash,,
zomato dinner me 6852 rupaiye ka khana khya card se,6852,food,card,,
Water bill INR 29403,29403,utilities,cash,,
33697 rs. ka order diyee flipkart order pe upi se,33697,shopping,upi,,
Doctor consultation INR 23103,23103,healthcare,cash,,
Pharmacy medicine purchase INR 14353,14353,healthcare,card,,
12276 rupye ka order diyee electronics shopping pe cash se,12276,shopping,cash,,
movie ticket booking dekha 20566 rupay lgaa card se diyee,20566,entertainment,card,,
Bus ticket INR 36387,36387,travel,cash,,
lunch at hotel me 7034 rupay ka khana khaya upi se,7034,food,upi,,
loan ka car loan emi 4320 rupye cash se pay kya,4320,emi,cash,,
38968 rupye kharchaa kia concert ticket pe card se,38968,entertainment,card,,
Hospital bill INR 19544,19544,healthcare,cash,,
clothing store bill se 29471 rupaiye ka shopping kiya card se,29471,shopping,card,,
netflix subscription ka ticket 3489 rupay me lya upi se,3489,entertainment,upi,,
Concert ticket INR 18708,18708,entertainment,card,,
Library fee INR 29683,29683,education,upi,,
credit card emi ki EMI 43683 rupaiye card se bhara,43683,emi,card,,
medical test charges pe 41679 rupay khrcha hui davai pe upi se,41679,healthcare,upi,,
Car loan EMI INR 6265,6265,emi,cash,,
PPF contribution INR 32284,32284,investment,upi,,
Library fee INR 12710,12710,education,card,,
Game purchase INR 45916,45916,entertainment,upi,,
742 rupaiye ka internet recharge bill pay kya card se,742,utilities,card,,
Credit card EMI INR 16906,16906,emi,upi,,
College fees payment INR 34382,34382,education,upi,,
ola cab ki ticket 26683 rs. me book kya card se,26683,travel,card,,
Messy outlier tx csh,"1,000",shopping_err,csh,Mumbai,
padhai ke liye exam fee pe 9321 rupaiye kharchaa kia upi se,9321,education,upi,,
hospital bill pe 24420 rupye kharchaa hui davai pe upi se,24420,healthcare,upi,,
doctor consultation pe 2667 rupay karcha hui davai pe cash se,2667,healthcare,cash,,
medical test charges pe 4436 rs. kharch hui davai pe card se,4436,healthcare,card,,
PPF contribution INR 38046,38046,investment,upi,,
electronics shopping pe shopping kiyaa 6159 rs. khrcha cash se,6159,shopping,cash,,
Electronics shopping INR 9846,9846,shopping,card,,
padhai ke liye college fees payment pe 1210 rupaiye kharchaa kia cash se,1210,education,cash,,
padhai ke liye college fees payment pe 21794 rupaye kharch kiyaa card se,21794,education,card,,
library fee ka course 39805 rupay me lya cash se pay kia,39805,education,cash,,
Clothing store bill INR 30444,30444,shopping,upi,,
23907 rupay kharcha kiyaa restaurant bill pe cash se,23907,food,cash,,
movie ticket booking ka ticket 14999 rs. me lya upi se,14999,entertainment,upi,,
Train ticket IRCTC INR 49758,49758,travel,cash,,
null,"1,000",error,123,,
Clothing store bill INR 1614,1614,shopping,cash,,
33733 rs. diy library fee ke liye upi se,33733,education,upi,,
6837 rs. ka medical test charges bill aaya upi se pay kiyaa,6837,healthcare,upi,,
College fees payment INR 1210,1210,education,cash,,
swiggy order me 7352 rupay ka khana khaaya card se,7352,food,card,,
Game purchase INR 34701,34701,entertainment,card,,
Personal loan installment INR 6446,6446,emi,cash,,
Messy outlier tx csh,-100,error,,NULL,
internet recharge ka bill 13072 rupaiye cash se bharra,13072,utilities,cash,,
doctor ke yahan 26410 rupay laga card se diyee,26410,healthcare,card,,
Pizza delivery INR 39223,39223,food,card,,
Fixed deposit investment INR 43173,43173,investment,cash,,
42375 rupay khrcha kia movie ticket booking pe card se,42375,entertainment,card,,
uber ride ka kiraya 10685 rupye die upi se,10685,travel,upi,,
doctor ke yahan 1311 rupye lga upi se diy,1311,healthcare,upi,,
mobile recharge ka bill 17970 rs cash se bharra,17970,utilities,cash,,
Medical test charges INR 4436,4436,healthcare,card,,
amazon purchase se 25052 rupay ka shopping kiyaa upi se,25052,shopping,upi,,
Mutual fund SIP INR 19084,19084,investment,card,,
PPF contribution INR 48667,48667,investment,card,,
just random text 123,NaN,misc,ccard,,
crypto investment me 5216 rupay invest kya upi se,5216,investment,upi,,
clothing store bill pe shopping kiya 41776 rupaiye khrcha card se,41776,shopping,card,,
test transaction do not process,five hundred,shopping_err,csh,,
home loan emi ki EMI 186 rupaye cash se bharaa,186,emi,cash,,
25015 rupye kharch kiyaa zomato dinner pe upi se,25015,food,upi,,
aaj ola cab lia 6097 rupye upi se pay kiya,6097,travel,upi,,
electronics shopping pe shopping kiya 16158 rupaiye kharchaa card se,16158,shopping,card,,
Bike loan EMI INR 14361,14361,emi,card,,
aaj electricity bill payment ka 45479 rs. ka bill upi se bharaa,45479,utilities,upi,,
netflix subscription ka subscription 22830 rs. card se renew kiya,22830,entertainment,card,,
ppf contribution me 42510 rupaiye invest kya card se,42510,investment,card,,
library fee ka course 29029 rupye me liya cash se pay kiya,29029,education,cash,,
college fees payment ki fees 27700 rs. card se bhra,27700,education,card,,
Bus ticket INR 6052,6052,travel,card,,
internet recharge ka bill 25658 rupaiye card se bharaa,25658,utilities,card,,
Flipkart order INR 23890,23890,shopping,card,,
22548 rs. diyee online course subscription ke liye upi se,22548,education,upi,,
Lunch at hotel INR 36960,36960,food,card,,
aaj hotel booking lya 40570 rs cash se pay kia,40570,travel,cash,,
hotel booking ka kiraya 10523 rs. diyee card se,10523,travel,card,,
train ticket irctc ka kiraya 12220 rupaiye diy card se,12220,travel,card,,
Game purchase INR 33524,33524,entertainment,cash,,
Messy outlier tx 123,,error,bitcoin,Mumbai,
water bill recharge kia 15742 rs upi se,15742,utilities,upi,,
Crypto investment INR 10856,10856,investment,card,,
Gas bill payment INR 7621,7621,utilities,card,,
Cafe coffee INR 12376,12376,food,card,,
flight ticket booking ki ticket 46574 rs me book kiyaa upi se,46574,travel,upi,,
Library fee INR 31302,31302,education,upi,,
bike loan emi ki EMI 49497 rupaye upi se bharra,49497,emi,upi,,
Netflix subscription INR 25858,25858,entertainment,cash,,
exam fee ki fees 8970 rupaye card se bhra,8970,education,card,,
hotel booking ki ticket 48576 rupay me book kia card se,48576,travel,card,,
null,"1,000",,paypal,123,
Ola cab INR 17122,17122,travel,upi,,
Amazon purchase INR 4956,4956,shopping,card,,
medical test charges pe 24687 rupye kharcha hui davai pe upi se,24687,healthcare,upi,,
aaj fixed deposit investment me 2149 rupaiye lagaye card se,2149,investment,card,,
loan ka credit card emi 29705 rupay card se pay kya,29705,emi,card,,
Uber ride INR 21449,21449,travel,upi,,
mutual fund sip ka SIP 39358 rupaiye card se bhara,39358,investment,card,,
stock purchase ka SIP 31465 rupaiye upi se bharaa,31465,investment,upi,,
electricity bill payment ka bill 16812 rupaiye cash se bharaa,16812,utilities,cash,,
Mutual fund SIP INR 41835,41835,investment,cash,,
water bill ka bill 29403 rupye cash se bhara,29403,utilities,cash,,
water bill recharge kia 46401 rs upi se,46401,utilities,upi,,
Stock purchase INR 47557,47557,investment,card,,
7932 rupye khrcha kiyaa food court payment pe cash se,7932,food,cash,,
Clothing store bill INR 7113,7113,shopping,cash,,
doctor consultation me 42391 rupaiye karcha hua cash se diye,42391,healthcare,cash,,
Library fee INR 11055,11055,education,upi,,
aaj swiggy order se khana order kya 3507 rs. card se diye,3507,food,card,,
uber ride ka kiraya 17271 rupaiye diy upi se,17271,travel,upi,,
concert ticket ka ticket 21214 rs me liya upi se,21214,entertainment,upi,,
amazon purchase pe shopping kia 19936 rupaiye karcha upi se,19936,shopping,upi,,
NaN,NULL,unknown,bitcoin,NaN,
Credit card EMI INR 18928,18928,emi,card,,
aaj cafe coffee se khana order kya 24955 rupaye cash se diyee,24955,food,cash,,
Food court payment INR 29440,29440,food,cash,,
43796 rupye kharcha kiya movie ticket booking pe cash se,43796,entertainment,cash,,
Home loan EMI INR 30349,30349,emi,cash,,
Medical test charges INR 38809,38809,healthcare,card,,
31269 rs die college fees payment ke liye card se,31269,education,card,,
Cafe coffee INR 38072,38072,food,card,,
Mobile recharge INR 15151,15151,utilities,card,,
21924 rupye lgaa flight ticket booking me cash se diy,21924,travel,cash,,
Mobile recharge INR 39432,39432,utilities,upi,,
Lunch at hotel INR 654,654,food,card,,
pizza delivery me 15700 rupaiye ka khana khayaa upi se,15700,food,upi,,
Messy outlier tx 123,0,blabla,unknown,NULL,
7479 rs. ka order die flipkart order pe card se,7479,shopping,card,,
hospital bill me 16643 rupye kharchaa hua card se diye,16643,healthcare,card,,
Home loan EMI INR 24266,24266,emi,cash,,
774 rupaye khrcha kiyaa movie ticket booking pe cash se,774,entertainment,cash,,
aaj uber ride lya 10666 rs upi se pay kiya,10666,travel,upi,,
loan ka bike loan emi 44302 rupye cash se pay kiyaa,44302,emi,cash,,
aaj cafe coffee se khana order kiyaa 43419 rupaye upi se die,43419,food,upi,,
aaj electricity bill payment ka 14107 rupaye ka bill cash se bhra,14107,utilities,cash,,
College fees payment INR 34118,34118,education,card,,
stock purchase ka SIP 30164 rupay card se bharaa,30164,investment,card,,
uber ride ka kiraya 6702 rupaiye diy cash se,6702,travel,cash,,
aaj train ticket irctc lia 32888 rupye cash se pay kiya,32888,travel,cash,,
Crypto investment INR 24114,24114,investment,cash,,
Cafe coffee INR 6886,6886,food,cash,,
Swiggy order INR 19845,19845,food,upi,,
credit card emi ki EMI 33532 rs. cash se bhra,33532,emi,cash,,
aaj water bill ka 29403 rupay ka bill cash se bharra,29403,utilities,cash,,
Restaurant bill INR 6997,6997,food,card,,
padhai ke liye exam fee pe 8233 rs. karcha kia card se,8233,education,card,,
Clothing store bill INR 28217,28217,shopping,card,,
pharmacy medicine purchase pe 22644 rupaye kharchaa hui davai pe cash se,22644,healthcare,cash,,
movie ticket booking ka subscription 26131 rs upi se renew kiyaa,26131,entertainment,upi,,
Game purchase INR 47916,47916,entertainment,cash,,
Credit card EMI INR 13425,13425,emi,upi,,
aaj restaurant bill se khana order kia 43619 rupye card se diye,43619,food,card,,
car loan emi EMI 35906 rupaiye kat gaye card se,35906,emi,card,,
Pizza delivery INR 41083,41083,food,card,,
doctor consultation pe 47452 rs kharchaa hui davai pe upi se,47452,healthcare,upi,,
4236 rupaye ka credit card emi installment cash se diyee,4236,emi,cash,,
41437 rupay kharchaa kia concert ticket pe cash se,41437,entertainment,cash,,
47974 rupaiye ppf contribution me daale card se,47974,investment,card,,
Gas bill payment INR 35993,35993,utilities,upi,,
Netflix subscription INR 38905,38905,entertainment,upi,,
stock purchase me 30481 rs invest kia card se,30481,investment,card,,
internet recharge recharge kiya 7712 rs card se,7712,utilities,card,,
14407 rupay ka medical test charges bill aaya cash se pay kiya,14407,healthcare,cash,,
car loan emi ki EMI 48406 rupye cash se bhara,48406,emi,cash,,
just random text 123,five hundred,1234,UPIID123,Delhi,EDA test row
Messy outlier tx 123,"1,000",unknown,ccard,,
Credit card EMI INR 7170,7170,emi,card,,
Ola cab INR 23688,23688,travel,cash,,
water bill recharge kya 31532 rupye cash se,31532,utilities,cash,,
aaj water bill ka 38723 rs. ka bill cash se bharaa,38723,utilities,cash,,
personal loan installment ki EMI 29995 rupaye upi se bharra,29995,emi,upi,,
Water bill INR 38723,38723,utilities,cash,,
9805 rupay ka bike loan emi installment cash se die,9805,emi,cash,,
Hospital bill INR 13118,13118,healthcare,card,,
test transaction do not process,NaN,1234,,NY,
Exam fee INR 9484,9484,education,card,,
doctor ke yahan 29051 rupaiye lagaa card se die,29051,healthcare,card,,
fixed deposit investment me 43713 rupay invest kiya upi se,43713,investment,upi,,
Fixed deposit investment INR 2149,2149,investment,card,,
Water bill INR 24269,24269,utilities,upi,,
aaj restaurant bill se khana order kiyaa 10308 rs. cash se die,10308,food,cash,,
concert ticket ka ticket 27551 rs. me lia cash se,27551,entertainment,cash,,
netflix subscription dekha 22830 rs. laga card se diy,22830,entertainment,card,,
flight ticket booking ki ticket 21924 rupye me book kia cash se,21924,travel,cash,,
online amazon purchase se 44040 ka saman liya upi se pay kya,44040,shopping,upi,,
Flight ticket booking INR 7480,7480,travel,cash,,
Stock purchase INR 32070,32070,investment,card,,
bike loan emi ki EMI 34820 rupye cash se bharaa,34820,emi,cash,,
personal loan installment EMI 19923 rupye kat gaye card se,19923,emi,card,,
Home loan EMI INR 268,268,emi,card,,
19731 rs kharchaa kiya game purchase pe card se,19731,entertainment,card,,
Crypto investment INR 43388,43388,investment,cash,,
"food court payment pe 3878 ka bill tha, card se pay kia",3878,food,card,,
Personal loan installment INR 24926,24926,emi,cash,,
Online shopping payment INR 16565,16565,shopping,upi,,
online course subscription ka course 4229 rupaiye me liya card se pay kia,4229,education,card,,
43632 rs. ka pharmacy medicine purchase bill aaya card se pay kiya,43632,healthcare,card,,
concert ticket ka subscription 16317 rs card se renew kia,16317,entertainment,card,,
49760 rupay kharchaa kiya zomato dinner pe card se,49760,food,card,,
"food court payment pe 35805 ka bill tha, card se pay kya",35805,food,card,,
Exam fee INR 13464,13464,education,card,,
PPF contribution INR 45976,45976,investment,card,,
Cafe coffee INR 28393,28393,food,upi,,
Exam fee INR 36422,36422,education,card,,
Stock purchase INR 3326,3326,investment,cash,,
aaj stock purchase me 9072 rupye lagaye upi se,9072,investment,upi,,
Uber ride INR 42573,42573,travel,cash,,
Zomato dinner INR 20350,20350,food,upi,,
"swiggy order pe 46783 ka bill tha, cash se pay kya",46783,food,cash,,
bus ticket ka kiraya 22422 rupaiye diye cash se,22422,travel,cash,,
Electronics shopping INR 10411,10411,shopping,upi,,
fixed deposit investment me 47076 rs. invest kya upi se,47076,investment,upi,,
aaj ppf contribution me 13598 rs. lagaye upi se,13598,investment,upi,,
Hospital bill INR 5037,5037,healthcare,card,,
flight ticket booking ki ticket 24562 rs. me book kya card se,24562,travel,card,,
Personal loan installment INR 13573,13573,emi,upi,,
train ticket irctc ka kiraya 16575 rupye diye upi se,16575,travel,upi,,
"cafe coffee pe 43419 ka bill tha, upi se pay kya",43419,food,upi,,
mutual fund sip ka SIP 2934 rs card se bharra,2934,investment,card,,
Credit card EMI INR 20773,20773,emi,cash,,
Pharmacy medicine purchase INR 12468,12468,healthcare,cash,,
college fees payment ki fees 1210 rs cash se bharra,1210,education,cash,,
18398 rupye ka electricity bill payment bill pay kya upi se,18398,utilities,upi,,
Medical test charges INR 48991,48991,healthcare,card,,
26301 rupaiye laga train ticket irctc me cash se diy,26301,travel,cash,,
34356 rupaiye ka pharmacy medicine purchase bill aaya card se pay kiyaa,34356,healthcare,card,,
37359 rupaiye ppf contribution me daale upi se,37359,investment,upi,,
hospital bill pe 9625 rs khrcha hui davai pe card se,9625,healthcare,card,,
Stock purchase INR 38240,38240,investment,upi,,
Hotel booking INR 6270,6270,travel,upi,,
Clothing store bill INR 25461,25461,shopping,upi,,
padhai ke liye college fees payment pe 22947 rupaiye kharch kia cash se,22947,education,cash,,
44640 rupye ka home loan emi installment upi se diy,44640,emi,upi,,
Concert ticket INR 49645,49645,entertainment,card,,
doctor ke yahan 9602 rupye lga cash se die,9602,healthcare,cash,,
Bike loan EMI INR 24571,24571,emi,card,,
medical test charges pe 1311 rupaiye kharchaa hui davai pe upi se,1311,healthcare,upi,,
doctor consultation me 26410 rupay karcha hua card se diye,26410,healthcare,card,,
Mutual fund SIP INR 12854,12854,investment,cash,,
Flight ticket booking INR 21924,21924,travel,cash,,
uber ride ka kiraya 49540 rupaiye die card se,49540,travel,card,,
online shopping payment se 34818 rupye ka shopping kia upi se,34818,shopping,upi,,
electronics shopping se 27442 rs ka shopping kiya upi se,27442,shopping,upi,,
Gas bill payment INR 24165,24165,utilities,upi,,
24613 rs. die library fee ke liye cash se,24613,education,cash,,
Online shopping payment INR 45940,45940,shopping,upi,,
fixed deposit investment me 15181 rupaiye invest kia cash se,15181,investment,cash,,
amazon purchase se 14233 rupaiye ka shopping kia upi se,14233,shopping,upi,,
Bike loan EMI INR 41083,41083,emi,upi,,
water bill ka bill 17251 rs cash se bharaa,17251,utilities,cash,,
aaj crypto investment me 5216 rupye lagaye upi se,5216,investment,upi,,
credit card emi ki EMI 1351 rupay card se bhara,1351,emi,card,,
Messy outlier tx ccard,NULL,1234,,,
concert ticket dekha 35360 rupaye lagaa cash se diyee,35360,entertainment,cash,,
internet recharge recharge kia 25658 rs. card se,25658,utilities,card,,
<script>alert('xss')</script>,0,error,ccard,,
lunch at hotel ka khana 33931 rs me aaya upi se die,33931,food,upi,,
aaj pizza delivery se khana order kya 48825 rupay upi se diyee,48825,food,upi,,
online online shopping payment se 23220 ka saman lia upi se pay kiya,23220,shopping,upi,,
Messy outlier tx ccard,0,misc,UPIID123,,EDA test row
Car loan EMI INR 40752,40752,emi,card,,
flipkart order pe shopping kya 14692 rupye kharcha cash se,14692,shopping,cash,,
aaj crypto investment me 16586 rupay lagaye upi se,16586,investment,upi,,
17396 rs ka doctor consultation bill aaya card se pay kiyaa,17396,healthcare,card,,
Pharmacy medicine purchase INR 2701,2701,healthcare,upi,,
Messy outlier tx 123,0,1234,ccard,,
stock purchase me 27435 rupay invest kia upi se,27435,investment,upi,,
aaj fixed deposit investment me 43173 rupay lagaye cash se,43173,investment,cash,,
Movie ticket booking INR 16148,16148,entertainment,upi,,
44947 rs mutual fund sip me daale upi se,44947,investment,upi,,
Flight ticket booking INR 21855,21855,travel,card,,
flipkart order pe shopping kya 21860 rupaiye kharchaa card se,21860,shopping,card,,
test transaction do not process,99999999,,unknown,,
game purchase dekha 2809 rupaye laga card se diye,2809,entertainment,card,,
car loan emi EMI 38420 rupay kat gaye upi se,38420,emi,upi,,
Concert ticket INR 35360,35360,entertainment,cash,,
home loan emi EMI 2780 rupaiye kat gaye upi se,2780,emi,upi,,
34000 rs lagaa train ticket irctc me cash se diye,34000,travel,cash,,
"pizza delivery pe 6943 ka bill tha, upi se pay kia",6943,food,upi,,
aaj cafe coffee se khana order kiyaa 12169 rupye upi se diy,12169,food,upi,,
car loan emi EMI 39304 rupay kat gaye upi se,39304,emi,upi,,
Online course subscription INR 38787,38787,education,cash,,
online clothing store bill se 17322 ka saman liyaa card se pay kiyaa,17322,shopping,card,,
Online course subscription INR 46594,46594,education,upi,,
Home loan EMI INR 18872,18872,emi,cash,,
