text,amount,category,payment_method
loan ka personal loan installment 26025 rs. upi se pay kiya,26025,emi,upi
41777 rs mutual fund sip me daale upi se,41777,investment,upi
uber ride ka kiraya 48006 rupaiye diy cash se,48006,travel,cash
Hospital bill INR 24420,24420,healthcare,upi
electronics shopping se 16158 rs. ka shopping kiya card se,16158,shopping,card
46218 rupay karcha kia netflix subscription pe card se,46218,entertainment,card
pharmacy medicine purchase pe 3194 rupay kharcha hui davai pe card se,3194,healthcare,card
cafe coffee me 4397 rupaye ka khana khaya cash se,4397,food,cash
Cafe coffee INR 26652,26652,food,upi
netflix subscription ka ticket 1557 rupye me lia card se,1557,entertainment,card
Credit card EMI INR 37737,37737,emi,cash
game purchase ka subscription 2809 rupaiye card se renew kia,2809,entertainment,card
Game purchase INR 33524,33524,entertainment,cash
Online course subscription INR 43497,43497,education,cash
online course subscription ka course 45528 rupaye me liyaa cash se pay kia,45528,education,cash
electricity bill payment ka bill 16812 rupaiye cash se bharaa,16812,utilities,cash
Swiggy order INR 12488,12488,food,upi
Electronics shopping INR 27442,27442,shopping,upi
College fees payment INR 18694,18694,education,card
mobile recharge ka bill 27870 rs card se bharaa,27870,utilities,card
Home loan EMI INR 45326,45326,emi,cash
padhai ke liye library fee pe 34386 rs. khrcha kiyaa upi se,34386,education,upi
pharmacy medicine purchase pe 29515 rupye khrcha hui davai pe upi se,29515,healthcare,upi
34012 rupye stock purchase me daale cash se,34012,investment,cash
Credit card EMI INR 8141,8141,emi,cash
Pizza delivery INR 37644,37644,food,cash
doctor ke yahan 21053 rupye lga card se diyee,21053,healthcare,card
40197 rupay ppf contribution me daale upi se,40197,investment,upi
amazon purchase se 19936 rupaiye ka shopping kiyaa upi se,19936,shopping,upi
31248 rupay kharcha kiyaa movie ticket booking pe upi se,31248,entertainment,upi
Restaurant bill INR 9032,9032,food,card
water bill recharge kia 15742 rs upi se,15742,utilities,upi
Concert ticket INR 36543,36543,entertainment,upi
Netflix subscription INR 44887,44887,entertainment,cash
Concert ticket INR 1632,1632,entertainment,card
Water bill INR 35771,35771,utilities,upi
cafe coffee ka khana 27158 rs me aaya upi se die,27158,food,upi
restaurant bill me 47710 rupye ka khana khaaya card se,47710,food,card
bike loan emi ki EMI 34820 rupye cash se bharaa,34820,emi,cash
electronics shopping se 9846 rupaiye ka shopping kia card se,9846,shopping,card
Crypto investment INR 24114,24114,investment,cash
netflix subscription ka ticket 44887 rs me liya cash se,44887,entertainment,cash
Flipkart order INR 7479,7479,shopping,upi
Library fee INR 27216,27216,education,upi
Bike loan EMI INR 9579,9579,emi,card
Home loan EMI INR 186,186,emi,cash
Train ticket IRCTC INR 9510,9510,travel,cash
Swiggy order INR 19845,19845,food,upi
Home loan EMI INR 45753,45753,emi,cash
Exam fee INR 22317,22317,education,card
Flipkart order INR 38485,38485,shopping,card
aaj mobile recharge ka 17970 rupaiye ka bill cash se bharaa,17970,utilities,cash
Train ticket IRCTC INR 12220,12220,travel,card
Medical test charges INR 4436,4436,healthcare,card
Restaurant bill INR 11308,11308,food,cash
Pizza delivery INR 6943,6943,food,upi
Electronics shopping INR 6159,6159,shopping,cash
Bus ticket INR 43845,43845,travel,cash
aaj gas bill payment ka 25781 rupaye ka bill cash se bhra,25781,utilities,cash
aaj cafe coffee se khana order kiyaa 26652 rupye upi se diye,26652,food,upi
padhai ke liye exam fee pe 8970 rupaiye kharch kiyaa card se,8970,education,card
food court payment me 3878 rupay ka khana khaya card se,3878,food,card
exam fee ki fees 46161 rs card se bharaa,46161,education,card
Stock purchase INR 1506,1506,investment,upi
padhai ke liye exam fee pe 34963 rupye karcha kiya upi se,34963,education,upi
Car loan EMI INR 20206,20206,emi,cash
netflix subscription dekha 22830 rs. laga card se diy,22830,entertainment,card
43294 rupaiye ppf contribution me daale upi se,43294,investment,upi
"zomato dinner pe 43277 ka bill tha, cash se pay kiyaa",43277,food,cash
37647 rs. kharchaa kya movie ticket booking pe card se,37647,entertainment,card
23150 rupye die college fees payment ke liye upi se,23150,education,upi
aaj ola cab liya 37530 rupay card se pay kiya,37530,travel,card
aaj swiggy order se khana order kia 42755 rupaiye upi se diy,42755,food,upi
36137 rupaiye die library fee ke liye card se,36137,education,card
Online course subscription INR 27299,27299,education,cash
33113 rupye mutual fund sip me daale card se,33113,investment,card
Flipkart order INR 7479,7479,shopping,card
Internet recharge INR 20639,20639,utilities,upi
5423 rupaiye mutual fund sip me daale cash se,5423,investment,cash
stock purchase ka SIP 30164 rupay card se bharaa,30164,investment,card
Game purchase INR 2705,2705,entertainment,card
online electronics shopping se 45288 ka saman liyaa card se pay kya,45288,shopping,card
ppf contribution ka SIP 36799 rupaye card se bhra,36799,investment,card
Clothing store bill INR 33641,33641,shopping,cash
Cafe coffee INR 31429,31429,food,cash
personal loan installment EMI 12499 rupaye kat gaye upi se,12499,emi,upi
Gas bill payment INR 40346,40346,utilities,card
Bus ticket INR 39238,39238,travel,card
netflix subscription ka subscription 22830 rs. card se renew kiya,22830,entertainment,card
movie ticket booking ka ticket 18567 rupaye me lya card se,18567,entertainment,card
Ola cab INR 37530,37530,travel,card
car loan emi ki EMI 38420 rupay upi se bharaa,38420,emi,upi
Online course subscription INR 20705,20705,education,cash
Cafe coffee INR 48843,48843,food,card
Gas bill payment INR 46672,46672,utilities,upi
aaj hotel booking liyaa 11927 rupaiye upi se pay kiyaa,11927,travel,upi
Stock purchase INR 9072,9072,investment,upi
mutual fund sip ka SIP 44947 rupaye upi se bharaa,44947,investment,upi
19939 rupye diye exam fee ke liye card se,19939,education,card
7029 rupay ka order diye clothing store bill pe card se,7029,shopping,card
pizza delivery me 48825 rupye ka khana khaaya upi se,48825,food,upi
Pharmacy medicine purchase INR 13852,13852,healthcare,upi
College fees payment INR 18328,18328,education,card
6997 rs. karcha kya restaurant bill pe card se,6997,food,card
online electronics shopping se 44640 ka saman lia cash se pay kya,44640,shopping,cash
2602 rs. ka electricity bill payment bill pay kiya card se,2602,utilities,card
Netflix subscription INR 3489,3489,entertainment,upi
24121 rupay lgaa hotel booking me cash se die,24121,travel,cash
Bike loan EMI INR 21129,21129,emi,card
1411 rupay ka order die flipkart order pe card se,1411,shopping,card
crypto investment ka SIP 32439 rs upi se bhara,32439,investment,upi
loan ka bike loan emi 44302 rupye cash se pay kiyaa,44302,emi,cash
gas bill payment ka bill 22211 rupay card se bhara,22211,utilities,card
flight ticket booking ki ticket 21855 rupay me book kia card se,21855,travel,card
hotel booking ka kiraya 43691 rupaiye die upi se,43691,travel,upi
Library fee INR 32630,32630,education,cash
Train ticket IRCTC INR 16575,16575,travel,upi
online shopping payment se 1586 rupaiye ka shopping kiya upi se,1586,shopping,upi
mobile recharge ka bill 35323 rupaye cash se bhra,35323,utilities,cash
online amazon purchase se 44040 ka saman liya upi se pay kya,44040,shopping,upi
netflix subscription ka ticket 46218 rupay me lya card se,46218,entertainment,card
movie ticket booking ka subscription 7731 rs card se renew kiyaa,7731,entertainment,card
pizza delivery me 37644 rs. ka khana khya cash se,37644,food,cash
doctor ke yahan 6863 rupaiye lga cash se die,6863,healthcare,cash
Hospital bill INR 34847,34847,healthcare,cash
25505 rupye ka mobile recharge bill pay kia card se,25505,utilities,card
aaj crypto investment me 5216 rupye lagaye upi se,5216,investment,upi
internet recharge recharge kia 45866 rupay upi se,45866,utilities,upi
Clothing store bill INR 16543,16543,shopping,upi
aaj ola cab lia 11918 rupaye cash se pay kiya,11918,travel,cash
Personal loan installment INR 22156,22156,emi,upi
Doctor consultation INR 18823,18823,healthcare,cash
padhai ke liye exam fee pe 8233 rs. karcha kia card se,8233,education,card
swiggy order me 5692 rupye ka khana khaya cash se,5692,food,cash
Ola cab INR 17122,17122,travel,upi
Electronics shopping INR 18134,18134,shopping,cash
Bike loan EMI INR 49497,49497,emi,upi
25482 rupaiye karcha kya lunch at hotel pe card se,25482,food,card
exam fee ki fees 39380 rs. upi se bhara,39380,education,upi
"swiggy order pe 18737 ka bill tha, cash se pay kya",18737,food,cash
padhai ke liye exam fee pe 6918 rupaye kharchaa kia cash se,6918,education,cash
aaj hotel booking lya 32684 rupaye upi se pay kya,32684,travel,upi
pizza delivery ka khana 49494 rs. me aaya cash se diye,49494,food,cash
water bill recharge kiyaa 30372 rupay upi se,30372,utilities,upi
Electricity bill payment INR 41780,41780,utilities,card
concert ticket ka ticket 17749 rupye me liyaa card se,17749,entertainment,card
Ola cab INR 24520,24520,travel,card
aaj stock purchase me 3326 rs. lagaye cash se,3326,investment,cash
Pharmacy medicine purchase INR 25971,25971,healthcare,cash
31001 rs. kharch kiyaa cafe coffee pe upi se,31001,food,upi
38594 rupye laga flight ticket booking me card se diy,38594,travel,card
hospital bill pe 14764 rupye kharcha hui davai pe cash se,14764,healthcare,cash
credit card emi ki EMI 13425 rupaye upi se bhara,13425,emi,upi
Online course subscription INR 15940,15940,education,card
electricity bill payment ka bill 44822 rs. cash se bharaa,44822,utilities,cash
Library fee INR 46201,46201,education,card
College fees payment INR 16165,16165,education,card
Personal loan installment INR 24086,24086,emi,cash
zomato dinner ka khana 40955 rs me aaya card se die,40955,food,card
netflix subscription ka subscription 44887 rupye cash se renew kia,44887,entertainment,cash
Mobile recharge INR 25505,25505,utilities,card
hotel booking ki ticket 35701 rupay me book kia upi se,35701,travel,upi
pharmacy medicine purchase me 12468 rs kharchaa hua cash se diyee,12468,healthcare,cash
Game purchase INR 18259,18259,entertainment,upi
Concert ticket INR 17749,17749,entertainment,card
Zomato dinner INR 22420,22420,food,cash
mutual fund sip ka SIP 49755 rupaye upi se bharaa,49755,investment,upi
Mobile recharge INR 27870,27870,utilities,card
Online course subscription INR 39601,39601,education,card
aaj gas bill payment ka 229 rupaiye ka bill card se bharaa,229,utilities,card
Library fee INR 39805,39805,education,cash
41776 rs. ka order diyee clothing store bill pe card se,41776,shopping,card
aaj train ticket irctc lia 32888 rupye cash se pay kiya,32888,travel,cash
aaj cafe coffee se khana order kya 44981 rupaye upi se diy,44981,food,upi
Library fee INR 25353,25353,education,cash
14496 rupaiye stock purchase me daale card se,14496,investment,card
14034 rs. ka medical test charges bill aaya cash se pay kia,14034,healthcare,cash
aaj bus ticket liyaa 606 rs cash se pay kiyaa,606,travel,cash
library fee ka course 46201 rupay me liya card se pay kiya,46201,education,card
Fixed deposit investment INR 4831,4831,investment,upi
online online shopping payment se 16565 ka saman liya upi se pay kia,16565,shopping,upi
College fees payment INR 48826,48826,education,upi
cafe coffee me 47177 rupaye ka khana khaya cash se,47177,food,cash
netflix subscription ka subscription 25858 rs cash se renew kiya,25858,entertainment,cash
bike loan emi EMI 21129 rs kat gaye card se,21129,emi,card
swiggy order ka khana 46783 rs. me aaya cash se diye,46783,food,cash
Mutual fund SIP INR 40444,40444,investment,cash
Mutual fund SIP INR 29848,29848,investment,upi
4236 rupaye ka credit card emi installment cash se diyee,4236,emi,cash
Bus ticket INR 6052,6052,travel,card
Hotel booking INR 12291,12291,travel,cash
38929 rupaye ka order die flipkart order pe card se,38929,shopping,card
movie ticket booking ka subscription 17925 rupaiye card se renew kya,17925,entertainment,card
Hospital bill INR 19544,19544,healthcare,cash
online electronics shopping se 18715 ka saman lia upi se pay kya,18715,shopping,upi
Exam fee INR 32798,32798,education,upi
Flipkart order INR 2659,2659,shopping,cash
10411 rupaiye ka order die electronics shopping pe upi se,10411,shopping,upi
College fees payment INR 34118,34118,education,card
10058 rupaye ka water bill bill pay kya card se,10058,utilities,card
hospital bill pe 21596 rupaye kharchaa hui davai pe upi se,21596,healthcare,upi
online amazon purchase se 37279 ka saman lia cash se pay kiyaa,37279,shopping,cash
aaj stock purchase me 21141 rupay lagaye cash se,21141,investment,cash
40882 rs. stock purchase me daale upi se,40882,investment,upi
mutual fund sip me 40444 rupaiye invest kia cash se,40444,investment,cash
Medical test charges INR 31280,31280,healthcare,card
Amazon purchase INR 39775,39775,shopping,card
Online course subscription INR 29323,29323,education,card
aaj water bill ka 35771 rs ka bill upi se bhra,35771,utilities,upi
ppf contribution ka SIP 197 rs. card se bhara,197,investment,card
16963 rupye ka internet recharge bill pay kiyaa cash se,16963,utilities,cash
Stock purchase INR 21141,21141,investment,cash
ppf contribution me 197 rs invest kia card se,197,investment,card
Electronics shopping INR 44640,44640,shopping,cash
Pharmacy medicine purchase INR 17345,17345,healthcare,card
22344 rupaye ka electricity bill payment bill pay kia cash se,22344,utilities,cash
clothing store bill se 7113 rupaiye ka shopping kya cash se,7113,shopping,cash
Library fee INR 18561,18561,education,upi
medical test charges me 6837 rupaiye khrcha hua upi se diyee,6837,healthcare,upi
23907 rupay kharcha kiyaa restaurant bill pe cash se,23907,food,cash
aaj ola cab liyaa 34453 rupaye cash se pay kiyaa,34453,travel,cash
Electricity bill payment INR 7348,7348,utilities,card
Train ticket IRCTC INR 39359,39359,travel,card
Credit card EMI INR 32186,32186,emi,card
train ticket irctc ki ticket 34000 rs. me book kya cash se,34000,travel,cash
Cafe coffee INR 28393,28393,food,upi
Electricity bill payment INR 19204,19204,utilities,card
Hospital bill INR 49357,49357,healthcare,cash
credit card emi ki EMI 33964 rs. upi se bhra,33964,emi,upi
Water bill INR 15742,15742,utilities,upi
Mobile recharge INR 4662,4662,utilities,upi
Car loan EMI INR 48406,48406,emi,cash
mutual fund sip me 21494 rupay invest kia cash se,21494,investment,cash
PPF contribution INR 36583,36583,investment,upi
credit card emi ki EMI 4236 rs. cash se bharaa,4236,emi,cash
lunch at hotel me 7034 rupay ka khana khaya upi se,7034,food,upi
Flipkart order INR 35043,35043,shopping,card
16172 rupay karcha kiya movie ticket booking pe upi se,16172,entertainment,upi
crypto investment me 2409 rupay invest kiyaa cash se,2409,investment,cash
Doctor consultation INR 17396,17396,healthcare,card
Train ticket IRCTC INR 49758,49758,travel,cash
Cafe coffee INR 20997,20997,food,card
aaj bus ticket liyaa 5976 rs card se pay kia,5976,travel,card
flipkart order pe shopping kiya 2659 rs kharch cash se,2659,shopping,cash
loan ka credit card emi 31518 rs cash se pay kiya,31518,emi,cash
20501 rs. ka water bill bill pay kiya upi se,20501,utilities,upi
train ticket irctc ki ticket 39359 rupaiye me book kya card se,39359,travel,card
doctor ke yahan 2701 rupaiye lgaa upi se diye,2701,healthcare,upi
Netflix subscription INR 34435,34435,entertainment,upi
aaj ola cab liya 39480 rupye cash se pay kia,39480,travel,cash
41134 rupaiye ka order diyee amazon purchase pe cash se,41134,shopping,cash
Netflix subscription INR 38905,38905,entertainment,upi
Stock purchase INR 40882,40882,investment,upi
aaj zomato dinner se khana order kya 9587 rs card se diyee,9587,food,card
Crypto investment INR 39704,39704,investment,card
Home loan EMI INR 41371,41371,emi,cash
library fee ki fees 31424 rupaiye card se bharaa,31424,education,card
mobile recharge recharge kiya 15729 rupye upi se,15729,utilities,upi
medical test charges pe 47042 rupaiye karcha hui davai pe card se,47042,healthcare,card
online flipkart order se 43137 ka saman liya card se pay kiya,43137,shopping,card
45753 rupaye ka home loan emi installment cash se diyee,45753,emi,cash
Exam fee INR 39733,39733,education,cash
car loan emi EMI 35906 rupaiye kat gaye card se,35906,emi,card
Internet recharge INR 16963,16963,utilities,cash
college fees payment ki fees 21794 rupaye card se bharra,21794,education,card
24613 rs. die library fee ke liye cash se,24613,education,cash
43212 rs. ka personal loan installment installment upi se diye,43212,emi,upi
36320 rupaye lagaa train ticket irctc me cash se diye,36320,travel,cash
concert ticket ka subscription 20244 rupay cash se renew kia,20244,entertainment,cash
Personal loan installment INR 41367,41367,emi,upi
restaurant bill me 6997 rs ka khana khaya card se,6997,food,card
Movie ticket booking INR 16172,16172,entertainment,upi
Library fee INR 29405,29405,education,card
mutual fund sip ka SIP 5423 rupay cash se bharra,5423,investment,cash
Netflix subscription INR 5045,5045,entertainment,card
21202 rupay ka car loan emi installment card se diy,21202,emi,card
Doctor consultation INR 19941,19941,healthcare,upi
Electronics shopping INR 18454,18454,shopping,cash
Exam fee INR 49514,49514,education,upi
Train ticket IRCTC INR 26301,26301,travel,cash
ppf contribution ka SIP 47974 rupay card se bharaa,47974,investment,card
10308 rupye khrcha kia restaurant bill pe cash se,10308,food,cash
Concert ticket INR 35360,35360,entertainment,cash
college fees payment ki fees 45753 rupay card se bhra,45753,education,card
ppf contribution ka SIP 40197 rs. upi se bharra,40197,investment,upi
online amazon purchase se 4956 ka saman liyaa card se pay kiyaa,4956,shopping,card
Concert ticket INR 32308,32308,entertainment,cash
Movie ticket booking INR 14999,14999,entertainment,upi
aaj internet recharge ka 45125 rs ka bill upi se bhara,45125,utilities,upi
Exam fee INR 8970,8970,education,card
concert ticket ka ticket 11018 rs. me liyaa cash se,11018,entertainment,cash
Home loan EMI INR 15972,15972,emi,card
mobile recharge recharge kiya 21746 rupaiye card se,21746,utilities,card
ola cab ki ticket 9983 rupye me book kiya card se,9983,travel,card
24520 rupay laga ola cab me card se diye,24520,travel,card
Flipkart order INR 15439,15439,shopping,upi
aaj food court payment se khana order kia 49572 rupaye upi se diyee,49572,food,upi
electricity bill payment recharge kiyaa 41780 rupay card se,41780,utilities,card
concert ticket dekha 27093 rupaiye lagaa cash se diy,27093,entertainment,cash
48115 rs lgaa flight ticket booking me card se die,48115,travel,card
31280 rupay ka medical test charges bill aaya card se pay kia,31280,healthcare,card
doctor ke yahan 25038 rupaye lgaa upi se diyee,25038,healthcare,upi
stock purchase ka SIP 37299 rupay cash se bhra,37299,investment,cash
Movie ticket booking INR 43796,43796,entertainment,cash
Zomato dinner INR 6852,6852,food,card
swiggy order me 10758 rs ka khana khayaa card se,10758,food,card
Restaurant bill INR 36124,36124,food,card
Flipkart order INR 13771,13771,shopping,card
aaj crypto investment me 2409 rupaiye lagaye cash se,2409,investment,cash
aaj gas bill payment ka 1407 rupaye ka bill cash se bharaa,1407,utilities,cash
College fees payment INR 47985,47985,education,cash
Doctor consultation INR 23103,23103,healthcare,cash
8762 rs. ka order diy amazon purchase pe cash se,8762,shopping,cash
Mutual fund SIP INR 19084,19084,investment,card
aaj lunch at hotel se khana order kya 36960 rupaye card se diyee,36960,food,card
clothing store bill pe shopping kiyaa 16543 rupye kharcha upi se,16543,shopping,upi
17962 rs ka doctor consultation bill aaya cash se pay kiyaa,17962,healthcare,cash
22046 rupaiye ka order diy electronics shopping pe card se,22046,shopping,card
44364 rs kharch kya netflix subscription pe upi se,44364,entertainment,upi
hospital bill me 13118 rupye karcha hua card se diye,13118,healthcare,card
Online course subscription INR 2436,2436,education,upi
ppf contribution ka SIP 32284 rupye upi se bhra,32284,investment,upi
Home loan EMI INR 38465,38465,emi,upi
25794 rupay ka order die flipkart order pe card se,25794,shopping,card
credit card emi ki EMI 31518 rupaye cash se bhara,31518,emi,cash
uber ride ka kiraya 17271 rupaiye diy upi se,17271,travel,upi
doctor ke yahan 9473 rupye lagaa card se diye,9473,healthcare,card
49760 rupay kharchaa kiya zomato dinner pe card se,49760,food,card
online course subscription ki fees 29654 rupye upi se bharaa,29654,education,upi
29688 rs. mutual fund sip me daale card se,29688,investment,card
doctor ke yahan 29081 rs. laga upi se die,29081,healthcare,upi
aaj flight ticket booking liyaa 38937 rupaye card se pay kya,38937,travel,card
30136 rupaiye ka order diyee online shopping payment pe upi se,30136,shopping,upi
Pharmacy medicine purchase INR 23938,23938,healthcare,cash
concert ticket dekha 46522 rupay laga cash se diyee,46522,entertainment,cash
electronics shopping pe shopping kiya 16158 rupaiye kharchaa card se,16158,shopping,card
padhai ke liye online course subscription pe 15940 rupaye khrcha kya card se,15940,education,card
38439 rupye diye online course subscription ke liye card se,38439,education,card
exam fee ki fees 14719 rupay upi se bharra,14719,education,upi
47557 rupay stock purchase me daale card se,47557,investment,card
internet recharge recharge kya 26351 rupaiye cash se,26351,utilities,cash
Stock purchase INR 27004,27004,investment,cash
bus ticket ka kiraya 16317 rs. diye card se,16317,travel,card
Crypto investment INR 16586,16586,investment,upi
Zomato dinner INR 25015,25015,food,upi
10809 rs ka home loan emi installment card se diyee,10809,emi,card
credit card emi ki EMI 43683 rupaiye card se bhara,43683,emi,card
Uber ride INR 10465,10465,travel,card
Electricity bill payment INR 12018,12018,utilities,cash
16543 rupaiye ka order die clothing store bill pe upi se,16543,shopping,upi
concert ticket ka subscription 22404 rs. card se renew kiyaa,22404,entertainment,card
game purchase dekha 9502 rupye lagaa card se diyee,9502,entertainment,card
amazon purchase pe shopping kiyaa 35995 rupay karcha card se,35995,shopping,card
Pizza delivery INR 18590,18590,food,cash
Library fee INR 11055,11055,education,upi
movie ticket booking dekha 14999 rupaiye lga upi se diye,14999,entertainment,upi
aaj train ticket irctc liya 22566 rupye upi se pay kia,22566,travel,upi
"pizza delivery pe 12825 ka bill tha, upi se pay kiya",12825,food,upi
doctor ke yahan 27508 rupay lagaa cash se diy,27508,healthcare,cash
mutual fund sip ka SIP 39358 rupaiye card se bhara,39358,investment,card
padhai ke liye college fees payment pe 42660 rupay kharchaa kiya cash se,42660,education,cash
Cafe coffee INR 28642,28642,food,cash
Hospital bill INR 39512,39512,healthcare,upi
5257 rs. ka home loan emi installment upi se diy,5257,emi,upi
31421 rupaiye karcha kiya movie ticket booking pe cash se,31421,entertainment,cash
fixed deposit investment me 15181 rupaiye invest kia cash se,15181,investment,cash
32642 rs mutual fund sip me daale upi se,32642,investment,upi
Library fee INR 26911,26911,education,upi
Lunch at hotel INR 41867,41867,food,card
9760 rupaiye diye exam fee ke liye card se,9760,education,card
Credit card EMI INR 18302,18302,emi,upi
aaj hotel booking lya 8043 rs card se pay kia,8043,travel,card
43632 rs. ka pharmacy medicine purchase bill aaya card se pay kiya,43632,healthcare,card
car loan emi EMI 16355 rupaye kat gaye upi se,16355,emi,upi
26745 rs ka electricity bill payment bill pay kiya upi se,26745,utilities,upi
Flipkart order INR 44176,44176,shopping,card
movie ticket booking dekha 2428 rupye lga upi se die,2428,entertainment,upi
hospital bill pe 24420 rupye kharchaa hui davai pe upi se,24420,healthcare,upi
mobile recharge ka bill 47207 rupye card se bhra,47207,utilities,card
College fees payment INR 42660,42660,education,cash
game purchase ka subscription 24221 rs. upi se renew kiyaa,24221,entertainment,upi
concert ticket dekha 35360 rupaye lagaa cash se diyee,35360,entertainment,cash
aaj ola cab lya 18152 rs card se pay kiyaa,18152,travel,card
Personal loan installment INR 49895,49895,emi,cash
Food court payment INR 49572,49572,food,upi
cafe coffee me 12169 rupye ka khana khayaa upi se,12169,food,upi
Credit card EMI INR 6411,6411,emi,card
Swiggy order INR 4655,4655,food,cash
Medical test charges INR 49075,49075,healthcare,cash
water bill ka bill 10694 rupaiye card se bhara,10694,utilities,card
1351 rs. ka credit card emi installment card se diy,1351,emi,card
ppf contribution ka SIP 42510 rupaye card se bharra,42510,investment,card
Mutual fund SIP INR 5423,5423,investment,cash
Hotel booking INR 8043,8043,travel,card
23014 rupaiye stock purchase me daale upi se,23014,investment,upi
doctor ke yahan 4436 rupye lga card se die,4436,healthcare,card
19481 rs karcha kia cafe coffee pe cash se,19481,food,cash
42220 rupay ka order die flipkart order pe card se,42220,shopping,card
concert ticket ka ticket 16317 rs me lia card se,16317,entertainment,card
swiggy order me 7352 rupay ka khana khaaya card se,7352,food,card
game purchase ka ticket 18259 rupaiye me liyaa upi se,18259,entertainment,upi
aaj ppf contribution me 17397 rs lagaye card se,17397,investment,card
45967 rupye ka medical test charges bill aaya upi se pay kia,45967,healthcare,upi
43497 rupaiye diye online course subscription ke liye cash se,43497,education,cash
online shopping payment se 28164 rupaye ka shopping kya card se,28164,shopping,card
14975 rupye kharcha kiyaa concert ticket pe card se,14975,entertainment,card
flight ticket booking ki ticket 46319 rupay me book kia cash se,46319,travel,cash
Medical test charges INR 15222,15222,healthcare,card
ola cab ki ticket 12106 rupay me book kia cash se,12106,travel,cash
Movie ticket booking INR 6585,6585,entertainment,cash
library fee ki fees 30612 rs. card se bhra,30612,education,card
Hotel booking INR 10845,10845,travel,card
aaj ppf contribution me 39818 rupay lagaye card se,39818,investment,card
movie ticket booking ka subscription 9062 rupaiye cash se renew kiya,9062,entertainment,cash
37180 rupay ka medical test charges bill aaya upi se pay kiyaa,37180,healthcare,upi
Fixed deposit investment INR 2149,2149,investment,card
Lunch at hotel INR 36960,36960,food,card
home loan emi EMI 41371 rupaiye kat gaye cash se,41371,emi,cash
Concert ticket INR 41654,41654,entertainment,cash
Exam fee INR 22135,22135,education,cash
doctor ke yahan 17888 rupye lagaa cash se diye,17888,healthcare,cash
Library fee INR 47233,47233,education,upi
netflix subscription dekha 40589 rs laga cash se diyee,40589,entertainment,cash
Bus ticket INR 606,606,travel,cash
30192 rupay ka home loan emi installment card se die,30192,emi,card
2852 rupaye karcha kiya movie ticket booking pe cash se,2852,entertainment,cash
Gas bill payment INR 25781,25781,utilities,cash
aaj internet recharge ka 38381 rupay ka bill upi se bharaa,38381,utilities,upi
College fees payment INR 34382,34382,education,upi
Doctor consultation INR 9473,9473,healthcare,card
Internet recharge INR 29591,29591,utilities,upi
Exam fee INR 9321,9321,education,upi
Library fee INR 33733,33733,education,upi
Water bill INR 30372,30372,utilities,upi
43625 rs. ka water bill bill pay kiya upi se,43625,utilities,upi
Exam fee INR 45737,45737,education,cash
Car loan EMI INR 21202,21202,emi,card
doctor consultation me 42391 rupaiye karcha hua cash se diye,42391,healthcare,cash
loan ka home loan emi 33306 rs. cash se pay kya,33306,emi,cash
Uber ride INR 2094,2094,travel,upi
Movie ticket booking INR 42054,42054,entertainment,cash
Flight ticket booking INR 46319,46319,travel,cash
personal loan installment EMI 24086 rupaye kat gaye cash se,24086,emi,cash
exam fee ka course 40472 rupaiye me lya upi se pay kiyaa,40472,education,upi
library fee ka course 27216 rupaye me lya upi se pay kiyaa,27216,education,upi
doctor ke yahan 9602 rupye lga cash se die,9602,healthcare,cash
Crypto investment INR 507,507,investment,card
Uber ride INR 10666,10666,travel,upi
Online shopping payment INR 16565,16565,shopping,upi
Mobile recharge INR 20130,20130,utilities,upi
Fixed deposit investment INR 41591,41591,investment,upi
Cafe coffee INR 31001,31001,food,upi
flight ticket booking ki ticket 36178 rupaiye me book kiyaa cash se,36178,travel,cash
37359 rupaiye ppf contribution me daale upi se,37359,investment,upi
Personal loan installment INR 43212,43212,emi,upi
exam fee ka course 39733 rupay me lya cash se pay kiya,39733,education,cash
Netflix subscription INR 44364,44364,entertainment,upi
mutual fund sip ka SIP 2934 rs card se bharra,2934,investment,card
Swiggy order INR 5692,5692,food,cash
Game purchase INR 42388,42388,entertainment,card
hospital bill pe 9625 rs khrcha hui davai pe card se,9625,healthcare,card
uber ride ki ticket 10826 rs. me book kya upi se,10826,travel,upi
Stock purchase INR 34012,34012,investment,cash
stock purchase me 38240 rupaye invest kia upi se,38240,investment,upi
PPF contribution INR 2828,2828,investment,cash
uber ride ka kiraya 10685 rupye die upi se,10685,travel,upi
clothing store bill se 25461 rs ka shopping kya upi se,25461,shopping,upi
17271 rs lgaa uber ride me upi se die,17271,travel,upi
Home loan EMI INR 45506,45506,emi,upi
9321 rupye diye exam fee ke liye upi se,9321,education,upi
Concert ticket INR 3974,3974,entertainment,cash
4992 rupay mutual fund sip me daale upi se,4992,investment,upi
concert ticket ka ticket 9640 rupay me lia cash se,9640,entertainment,cash
electricity bill payment recharge kiya 35065 rs card se,35065,utilities,card
library fee ki fees 27216 rupay upi se bharra,27216,education,upi
Flight ticket booking INR 36178,36178,travel,cash
Online shopping payment INR 37238,37238,shopping,upi
padhai ke liye college fees payment pe 22947 rupaiye kharch kia cash se,22947,education,cash
Water bill INR 38723,38723,utilities,cash
crypto investment ka SIP 23866 rs. upi se bharaa,23866,investment,upi
Clothing store bill INR 7113,7113,shopping,cash
20206 rupaiye ka car loan emi installment cash se die,20206,emi,cash
library fee ka course 39805 rupay me lya cash se pay kia,39805,education,cash
26497 rupay lga uber ride me card se diy,26497,travel,card
