text,amount,category,payment_method,payment_provider,location,notes
school college tuition course books fees ₹45638 card,45638,education,card,,,
internet recharge recharge kya 46052 rupay card se,46052,utilities,card,,,
Flipkart order INR 46004,46004,shopping,card,,,
library fee ki fees 17952 rupay card se bhra,17952,education,card,,,
Rs. 34476 sent to Electronics shopping via PhonePe UPI,34476,shopping,upi,phonepe,,
split bill 23101 rupye cash se diyee,23101,friends,cash,,,
Uber ride INR 32646,32646,travel,upi,paytm,,
"food court payment pe 23172 ka bill tha, card se pay kya",23172,food,card,,,
bhai ko udhaar return 6545 rupaiye cash se,6545,friends,cash,,,
Mutual fund SIP INR 12004,12004,investment,card,,,
gas bill payment recharge kia 22185 rupaye paytm se,22185,utilities,upi,paytm,,
netflix spotify hotstar subscription movie show ₹39170 CRED,39170,entertainment,upi,cred,,
Water bill INR 19502,19502,utilities,upi,phonepe,,
Concert ticket INR 36532,36532,entertainment,card,,,
Paid ₹6025 to Amit using bhim,6025,friends,upi,bhim,,
paid back friend lent money ₹24853 bhim,24853,friends,upi,bhim,,
Transaction successful — ₹19029 to Amit via CRED UPI,19029,friends,upi,cred,,
concert ticket ka ticket 6400 rupye me liya cash se,6400,entertainment,cash,,,
10628 rupye ka order die amazon purchase pe Google Pay se,10628,shopping,upi,gpay,,
Crypto investment INR 9497,9497,investment,card,,,
amazon purchase se 2165 rupaiye ka shopping kia BHIM se,2165,shopping,upi,bhim,,
Doctor consultation INR 36641,36641,healthcare,upi,paytm,,
hospital bill me 3714 rupay kharcha hua paytm se die,3714,healthcare,upi,paytm,,
electricity water broadband mobile recharge bill ₹24489 cred,24489,utilities,upi,cred,,
Cafe coffee INR 28817 paid through cred,28817,food,upi,cred,,
Medical test charges INR 46322,46322,healthcare,card,,,
Uber ride INR 26436,26436,travel,upi,cred,,
home loan car loan credit card EMI monthly ₹25772 autopay gpay,25772,emi,upi,gpay,,
Food court payment INR 11846,11846,food,upi,paytm,,
birthday gift money transfer friend ₹7323 via Paytm,7323,friends,upi,paytm,,
Flight ticket booking INR 28733,28733,travel,card,,,
netflix spotify hotstar subscription movie show ₹3026 GPay,3026,entertainment,upi,gpay,,
College fees payment INR 2239,2239,education,cash,,,
44562 rupye lagaa ola cab me PhonePe se diyee,44562,travel,upi,phonepe,,
hospital doctor pharmacy medicine diagnostic ₹21218 card,21218,healthcare,card,,,
uber ola cab ride airport train ticket ₹47449 card,47449,travel,card,,,
Online course subscription INR 17778,17778,education,card,,,
Concert ticket INR 38322,38322,entertainment,card,,,
Medical test charges INR 41130,41130,healthcare,card,,,
Electricity bill payment INR 46224,46224,utilities,upi,gpay,,
Home loan EMI INR 17099,17099,emi,upi,paytm,,
grocery vegetables milk bread ₹20401 paid bhim,20401,food,upi,bhim,,
Transaction successful — ₹4757 to Vikram via paytm UPI,4757,friends,upi,paytm,,
kal raat dinner split 11402 rs cash,11402,friends,cash,,,
Online course subscription INR 45769,45769,education,upi,phonepe,,
aaj water bill ka 47023 rs. ka bill BHIM se bhra,47023,utilities,upi,bhim,,
hospital doctor pharmacy medicine diagnostic ₹37571 card,37571,healthcare,card,,,
Rs. 13352 sent to Online shopping payment via paytm UPI HDFC Bank 5446,13352,shopping,upi,paytm,,
Doctor consultation INR 29282,29282,healthcare,upi,cred,,
College fees payment INR 33497,33497,education,upi,phonepe,,
Pizza delivery INR 32270,32270,food,upi,phonepe,,
home loan car loan credit card EMI monthly ₹26307 autopay card,26307,emi,card,,,
Water bill INR 3280,3280,utilities,cash,,,
Bike loan EMI INR 32305,32305,emi,upi,phonepe,,
lunch dinner food order swiggy zomato restaurant meal ₹24015 phonepe,24015,food,upi,phonepe,,
netflix subscription ka subscription 3465 rupaye card se renew kiya,3465,entertainment,card,,,
electronics clothes purchase ₹36890 via card,36890,shopping,card,,,
Bike loan EMI INR 34994,34994,emi,upi,cred,,
Rs. 8460 sent to Concert ticket via paytm UPI,8460,entertainment,upi,paytm,,
PPF contribution INR 37391,37391,investment,card,,,
Car loan EMI INR 3658,3658,emi,card,,,
hospital doctor pharmacy medicine diagnostic ₹13921 card,13921,healthcare,card,,,
₹35169 debited from your account for Mobile recharge (paytm UPI),35169,utilities,upi,paytm,,
Google Pay: Payment of ₹42331 to Online shopping payment successful,42331,shopping,upi,gpay,,
45500 rupaiye stock purchase me daale card se,45500,investment,card,,,
35955 rs. diye library fee ke liye cash se,35955,education,cash,,,
netflix subscription dekha 14429 rupay lgaa phonepe se diy,14429,entertainment,upi,phonepe,,
grocery vegetables milk bread ₹28066 paid BHIM,28066,food,upi,bhim,,
Netflix subscription INR 24770,24770,entertainment,upi,paytm,,
Online course subscription INR 39585,39585,education,card,,,
school college tuition course books fees ₹7653 card,7653,education,card,,,
netflix spotify hotstar subscription movie show ₹21502 card,21502,entertainment,card,,,
Fixed deposit investment INR 47665,47665,investment,card,,,
Flipkart order INR 47990,47990,shopping,upi,bhim,,
Amazon purchase INR 39609,39609,shopping,card,,,
35319 rupye ka order diy online shopping payment pe card se,35319,shopping,card,,,
Paid ₹30095 to Pharmacy medicine purchase using paytm SBI 9983,30095,healthcare,upi,paytm,,
bhai ko udhaar return 921 rupye bhim se,921,friends,upi,bhim,,
Paid ₹8253 to Ananya using CRED,8253,friends,upi,cred,,
Medical test charges INR 19894,19894,healthcare,upi,bhim,,
food court payment me 25438 rs ka khana khaya gpay se,25438,food,upi,gpay,,
Amazon purchase INR 1973,1973,shopping,card,,,
school college tuition course books fees ₹41625 Paytm,41625,education,upi,paytm,,
Internet recharge INR 31349,31349,utilities,upi,bhim,,
Paid ₹25023 to College fees payment using Paytm,25023,education,upi,paytm,,
₹578 debited from your account for College fees payment (Paytm UPI) paid from account …1979,578,education,upi,paytm,,
home loan car loan credit card EMI monthly ₹31475 autopay card,31475,emi,card,,,
₹11506 debited from your account for Movie ticket booking (PhonePe UPI) paid from account …8865,11506,entertainment,upi,phonepe,,
home loan emi EMI 6026 rupaiye kat gaye paytm se,6026,emi,upi,paytm,,
kal raat dinner split 479 rupaiye Google Pay,479,friends,upi,gpay,,
uber ride ki ticket 35284 rupaye me book kiya card se,35284,travel,card,,,
28998 rupaye lgaa ola cab me card se diyee,28998,travel,card,,,
netflix subscription ka ticket 6006 rupay me lia bhim se,6006,entertainment,upi,bhim,,
electricity bill payment ka bill 11469 rs bhim se bhara,11469,utilities,upi,bhim,,
Water bill INR 41771,41771,utilities,upi,gpay,,
Paid ₹41827 to Cafe coffee using PhonePe,41827,food,upi,phonepe,,
hospital doctor pharmacy medicine diagnostic ₹11044 card,11044,healthcare,card,,,
13935 rs. ka order diye electronics shopping pe Google Pay se,13935,shopping,upi,gpay,,
Zomato dinner INR 24587,24587,food,upi,phonepe,,
hotel booking ki ticket 27266 rupaye me book kiya card se,27266,travel,card,,,
22900 rs. lagaa uber ride me Google Pay se diye,22900,travel,upi,gpay,,
bhim payment ₹7983 Online shopping payment,7983,shopping,upi,bhim,,
Amazon purchase INR 43187,43187,shopping,upi,cred,,
BHIM payment ₹9613 Electronics shopping,9613,shopping,upi,bhim,,
Clothing store bill INR 41027,41027,shopping,card,,,
Game purchase INR 48487,48487,entertainment,upi,cred,,
20802 rupaiye kharcha kiya game purchase pe BHIM se,20802,entertainment,upi,bhim,,
electronics clothes purchase ₹13331 via card,13331,shopping,card,,,
hotel booking ki ticket 18365 rupaiye me book kia cash se,18365,travel,cash,,,
ppf contribution me 17144 rupye invest kia bhim se,17144,investment,upi,bhim,,
Ola cab INR 4903,4903,travel,card,,,
aaj zomato dinner se khana order kya 39620 rupye phonepe se die,39620,food,upi,phonepe,,
Ola cab INR 23512,23512,travel,card,,,
Bike loan EMI INR 28231,28231,emi,card,,,
Home loan EMI INR 8672,8672,emi,card,,,
home loan car loan credit card EMI monthly ₹33886 autopay Phone Pe,33886,emi,upi,phonepe,,
doctor ke yahan 42905 rupay lgaa Phone Pe se diyee,42905,healthcare,upi,phonepe,,
exam fee ka course 47436 rupay me lya Paytm se pay kiyaa,47436,education,upi,paytm,,
electricity bill payment ka bill 35105 rupay BHIM se bharaa,35105,utilities,upi,bhim,,
amazon flipkart myntra online shopping order ₹4636 cash,4636,shopping,cash,,,
Doctor consultation INR 19329 paid through GPay,19329,healthcare,upi,gpay,,
7302 rs ka water bill bill pay kiyaa bhim se,7302,utilities,upi,bhim,,
7438 rupye diye library fee ke liye BHIM se,7438,education,upi,bhim,,
25908 rs ka electricity bill payment bill pay kya BHIM se,25908,utilities,upi,bhim,,
just random text 123,,1234,UPIID123,,,EDA test row
school college tuition course books fees ₹6416 Phone Pe,6416,education,upi,phonepe,,
pizza delivery ka khana 35842 rs me aaya cash se die,35842,food,cash,,,
car loan emi ki EMI 39859 rupay CRED se bhra,39859,emi,upi,cred,,
netflix subscription dekha 25872 rupay lgaa cash se diy,25872,entertainment,cash,,,
uber ola cab ride airport train ticket ₹39182 cash,39182,travel,cash,,,
43054 rupye ka internet recharge bill pay kia card se,43054,utilities,card,,,
Online shopping payment INR 16094,16094,shopping,card,,,
Bus ticket INR 3513,3513,travel,card,,,
electronics clothes purchase ₹24762 via card,24762,shopping,card,,,
Paid ₹41090 to Pharmacy medicine purchase using bhim,41090,healthcare,upi,bhim,,
medical test charges me 9436 rs kharcha hua card se diyee,9436,healthcare,card,,,
Amazon purchase INR 45733,45733,shopping,card,,,
Fixed deposit investment INR 17665,17665,investment,card,,,
24447 rupaiye diye exam fee ke liye GPay se,24447,education,upi,gpay,,
paid back friend lent money ₹24959 Phone Pe,24959,friends,upi,phonepe,,
birthday gift money transfer friend ₹2166 via CRED,2166,friends,upi,cred,,
Bus ticket INR 46686,46686,travel,upi,phonepe,,
mutual fund SIP stocks PPF FD investment ₹10326 Phone Pe,10326,investment,upi,phonepe,,
13168 rs. ka order diyee electronics shopping pe card se,13168,shopping,card,,,
lunch dinner food order swiggy zomato restaurant meal ₹12642 BHIM,12642,food,upi,bhim,,
bike loan emi EMI 4518 rs. kat gaye bhim se,4518,emi,upi,bhim,,
amazon flipkart myntra online shopping order ₹33517 card,33517,shopping,card,,,
netflix spotify hotstar subscription movie show ₹32046 card,32046,entertainment,card,,,
10471 rupye crypto investment me daale Phone Pe se,10471,investment,upi,phonepe,,
netflix subscription ka subscription 15580 rs. cash se renew kia,15580,entertainment,cash,,,
hospital doctor pharmacy medicine diagnostic ₹25302 Phone Pe,25302,healthcare,upi,phonepe,,
Medical test charges INR 27689,27689,healthcare,upi,phonepe,,
Crypto investment INR 44887,44887,investment,card,,,
hospital doctor pharmacy medicine diagnostic ₹47206 card,47206,healthcare,card,,,
Clothing store bill INR 39775,39775,shopping,cash,,,
Rs. 32502 sent to Cafe coffee via phonepe UPI,32502,food,upi,phonepe,,
Fixed deposit investment INR 48800,48800,investment,card,,,
Mutual fund SIP INR 2746,2746,investment,card,,,
Electricity bill payment INR 11469 paid through BHIM paid from account …0590,11469,utilities,upi,bhim,,
split bill 21922 rupay GPay se diyee,21922,friends,upi,gpay,,
Transaction successful — ₹19969 to Flipkart order via CRED UPI,19969,shopping,upi,cred,,
hospital doctor pharmacy medicine diagnostic ₹48690 GPay,48690,healthcare,upi,gpay,,
flight ticket booking ki ticket 36899 rs me book kya CRED se,36899,travel,upi,cred,,
electricity water broadband mobile recharge bill ₹15752 card,15752,utilities,card,,,
train ticket irctc ka kiraya 44154 rs. diyee card se,44154,travel,card,,,
Train ticket IRCTC INR 43059,43059,travel,upi,cred,,
27948 rupay ka gas bill payment bill pay kya paytm se,27948,utilities,upi,paytm,,
netflix subscription dekha 37523 rs. laga gpay se diy,37523,entertainment,upi,gpay,,
aaj crypto investment me 48460 rupaiye lagaye CRED se,48460,investment,upi,cred,,
Stock purchase INR 7050,7050,investment,card,,,
netflix spotify hotstar subscription movie show ₹14138 card,14138,entertainment,card,,,
loan ka personal loan installment 37909 rupay card se pay kiya,37909,emi,card,,,
school college tuition course books fees ₹9216 GPay,9216,education,upi,gpay,,
movie ticket booking dekha 2151 rupye lga phonepe se diye,2151,entertainment,upi,phonepe,,
netflix subscription ka subscription 2553 rupye card se renew kya,2553,entertainment,card,,,
grocery vegetables milk bread ₹40519 paid Phone Pe,40519,food,upi,phonepe,,
paid back friend lent money ₹11402 cash,11402,friends,cash,,,
40887 rupaye ka order diyee online shopping payment pe card se,40887,shopping,card,,,
online course subscription ki fees 6077 rs. gpay se bhara,6077,education,upi,gpay,,
internet recharge recharge kia 44254 rupye card se,44254,utilities,card,,,
Uber ride INR 20585,20585,travel,cash,,,
netflix spotify hotstar subscription movie show ₹44916 card,44916,entertainment,card,,,
Bus ticket INR 1343,1343,travel,upi,gpay,,
doctor ke yahan 14775 rupay lga bhim se diyee,14775,healthcare,upi,bhim,,
electronics clothes purchase ₹21079 via Paytm,21079,shopping,upi,paytm,,
hotel booking ka kiraya 22915 rs diy card se,22915,travel,card,,,
birthday gift money transfer friend ₹5874 via cash,5874,friends,cash,,,
Bus ticket INR 33860,33860,travel,card,,,
home loan car loan credit card EMI monthly ₹43549 autopay card,43549,emi,card,,,
Lunch at hotel INR 29011,29011,food,cash,,,
amazon flipkart myntra online shopping order ₹3332 card,3332,shopping,card,,,
clothing store bill se 25400 rs ka shopping kia card se,25400,shopping,card,,,
Pizza delivery INR 39459,39459,food,upi,gpay,,
Credit card EMI INR 1348,1348,emi,upi,paytm,,
aaj hotel booking lia 40076 rupaiye card se pay kiyaa,40076,travel,card,,,
hotel booking ki ticket 32356 rs. me book kia Paytm se,32356,travel,upi,paytm,,
Mobile recharge INR 373,373,utilities,card,,,
Mobile recharge INR 9171,9171,utilities,card,,,
Netflix subscription INR 49069,49069,entertainment,card,,,
pharmacy medicine purchase pe 46062 rupay kharchaa hui davai pe card se,46062,healthcare,card,,,
dost ko 8745 rupay Phone Pe se bheje,8745,friends,upi,phonepe,,
ppf contribution me 5904 rupaye invest kya card se,5904,investment,card,,,
10672 rs ka home loan emi installment card se diyee,10672,emi,card,,,
College fees payment INR 21790,21790,education,upi,gpay,,
school college tuition course books fees ₹40481 bhim,40481,education,upi,bhim,,
netflix spotify hotstar subscription movie show ₹29376 card,29376,entertainment,card,,,
electricity water broadband mobile recharge bill ₹11863 Paytm,11863,utilities,upi,paytm,,
college fees payment ka course 29766 rs. me lya PhonePe se pay kiyaa,29766,education,upi,phonepe,,
train ticket irctc ki ticket 6057 rupaye me book kia card se,6057,travel,card,,,
Game purchase INR 8989,8989,entertainment,cash,,,
bhim: Payment of ₹30724 to College fees payment successful,30724,education,upi,bhim,,
internet recharge recharge kya 17147 rs. GPay se,17147,utilities,upi,gpay,,
bus ticket ka kiraya 4991 rupye die GPay se,4991,travel,upi,gpay,,
Transaction successful — ₹11158 to Credit card EMI via gpay UPI,11158,emi,upi,gpay,,
cred: Payment of ₹17261 to Medical test charges successful,17261,healthcare,upi,cred,,
lunch dinner food order swiggy zomato restaurant meal ₹21704 card,21704,food,card,,,
₹16811 debited from your account for Ananya (cred UPI),16811,friends,upi,cred,,
14058 rs. diy library fee ke liye bhim se,14058,education,upi,bhim,,
home loan car loan credit card EMI monthly ₹36474 autopay bhim,36474,emi,upi,bhim,,
uber ola cab ride airport train ticket ₹40597 card,40597,travel,card,,,
48093 rupye ka credit card emi installment card se diye,48093,emi,card,,,
Flight ticket booking INR 11752,11752,travel,card,,,
hospital doctor pharmacy medicine diagnostic ₹25636 Paytm,25636,healthcare,upi,paytm,,
Car loan EMI INR 323,323,emi,card,,,
Paid ₹4226 to Water bill using CRED,4226,utilities,upi,cred,,
doctor ke yahan 20601 rupay laga cash se diye,20601,healthcare,cash,,,
Bus ticket INR 30094,30094,travel,card,,,
₹21626 debited from your account for Stock purchase (Paytm UPI),21626,investment,upi,paytm,,
Netflix subscription INR 2918,2918,entertainment,upi,gpay,,
CRED payment ₹47400 Game purchase,47400,entertainment,upi,cred,,
kal raat dinner split 5917 rupaiye cred,5917,friends,upi,cred,,
Mutual fund SIP INR 2135,2135,investment,card,,,
aaj water bill ka 44497 rupaiye ka bill Phone Pe se bharra,44497,utilities,upi,phonepe,,
Paid ₹23390 to Amit using cred,23390,friends,upi,cred,,
Online shopping payment INR 18922,18922,shopping,card,,,
Transaction successful — ₹11890 to Internet recharge via PhonePe UPI SBI 0803,11890,utilities,upi,phonepe,,
netflix spotify hotstar subscription movie show ₹12466 cash,12466,entertainment,cash,,,
Library fee INR 26851,26851,education,cash,,,
electronics clothes purchase ₹5065 via card,5065,shopping,card,,,
game purchase ka ticket 11089 rupaiye me lya Paytm se,11089,entertainment,upi,paytm,,
Lunch at hotel INR 43199,43199,food,card,,,
mutual fund SIP stocks PPF FD investment ₹24209 Google Pay,24209,investment,upi,gpay,,
Bike loan EMI INR 27453,27453,emi,upi,paytm,,
31671 rupye ka order diy electronics shopping pe cred se,31671,shopping,upi,cred,,
netflix spotify hotstar subscription movie show ₹10115 card,10115,entertainment,card,,,
school college tuition course books fees ₹31649 cash,31649,education,cash,,,
netflix spotify hotstar subscription movie show ₹2151 PhonePe,2151,entertainment,upi,phonepe,,
24668 rs diy library fee ke liye card se,24668,education,card,,,
stock purchase me 24675 rs. invest kiyaa BHIM se,24675,investment,upi,bhim,,
Concert ticket INR 23643,23643,entertainment,card,,,
concert ticket ka ticket 36845 rs me lya card se,36845,entertainment,card,,,
electricity water broadband mobile recharge bill ₹22035 Phone Pe,22035,utilities,upi,phonepe,,
Stock purchase INR 18830,18830,investment,card,,,
hospital doctor pharmacy medicine diagnostic ₹23204 card,23204,healthcare,card,,,
electricity water broadband mobile recharge bill ₹33783 card,33783,utilities,card,,,
pharmacy medicine purchase me 32848 rupay kharch hua cash se die,32848,healthcare,cash,,,
netflix subscription ka subscription 24857 rupay GPay se renew kia,24857,entertainment,upi,gpay,,
amazon purchase se 28455 rupaye ka shopping kiya cash se,28455,shopping,cash,,,
Fixed deposit investment INR 33525,33525,investment,upi,phonepe,,
uber ola cab ride airport train ticket ₹28551 card,28551,travel,card,,,
netflix subscription ka ticket 39343 rupay me lya cash se,39343,entertainment,cash,,,
mobile recharge ka bill 8338 rupaye CRED se bharaa,8338,utilities,upi,cred,,
lunch dinner food order swiggy zomato restaurant meal ₹31657 cash,31657,food,cash,,,
Rs. 16094 sent to Pizza delivery via BHIM UPI,16094,food,upi,bhim,,
online shopping payment se 40053 rupaiye ka shopping kia cash se,40053,shopping,cash,,,
Ola cab INR 49474,49474,travel,card,,,
Credit card EMI INR 24756,24756,emi,card,,,
21855 rs diye library fee ke liye PhonePe se,21855,education,upi,phonepe,,
Stock purchase INR 21104,21104,investment,upi,gpay,,
3466 rupye kharch kiya swiggy order pe Phone Pe se,3466,food,upi,phonepe,,
Doctor consultation INR 16440,16440,healthcare,card,,,
medical test charges pe 33147 rupay kharcha hui davai pe cash se,33147,healthcare,cash,,,
Cafe coffee INR 33621 paid through cred,33621,food,upi,cred,,
electronics clothes purchase ₹4944 via card,4944,shopping,card,,,
Netflix subscription INR 18165,18165,entertainment,upi,phonepe,,
Electricity bill payment INR 35153,35153,utilities,upi,bhim,,
doctor ke yahan 12005 rupaiye laga phonepe se diyee,12005,healthcare,upi,phonepe,,
credit card emi EMI 47436 rupaiye kat gaye CRED se,47436,emi,upi,cred,,
hospital doctor pharmacy medicine diagnostic ₹7063 phonepe,7063,healthcare,upi,phonepe,,
Library fee INR 22269,22269,education,card,,,
swiggy order ka khana 48787 rupaye me aaya cash se diy,48787,food,cash,,,
school college tuition course books fees ₹24021 CRED,24021,education,upi,cred,,
aaj swiggy order se khana order kia 15834 rs paytm se diyee,15834,food,upi,paytm,,
paytm payment ₹20651 flatmate rent share,20651,friends,upi,paytm,,
aaj internet recharge ka 23791 rupaiye ka bill Google Pay se bhara,23791,utilities,upi,gpay,,
Home loan EMI INR 43699,43699,emi,card,,,
Exam fee INR 4038 paid through bhim,4038,education,upi,bhim,,
grocery vegetables milk bread ₹5487 paid Google Pay,5487,food,upi,gpay,,
Ola cab INR 42331,42331,travel,card,,,
aaj gas bill payment ka 23706 rs. ka bill CRED se bharra,23706,utilities,upi,cred,,
movie ticket booking dekha 40367 rupay lgaa phonepe se diy,40367,entertainment,upi,phonepe,,
internet recharge recharge kya 19406 rupaiye card se,19406,utilities,card,,,
Mutual fund SIP INR 32055,32055,investment,card,,,
gas bill payment ka bill 10832 rupye card se bharra,10832,utilities,card,,,
hospital doctor pharmacy medicine diagnostic ₹29857 card,29857,healthcare,card,,,
hospital bill me 29857 rupye kharcha hua card se diyee,29857,healthcare,card,,,
Online course subscription INR 5919,5919,education,upi,phonepe,,
Exam fee INR 10808,10808,education,card,,,
home loan car loan credit card EMI monthly ₹42970 autopay card,42970,emi,card,,,
Restaurant bill INR 21693,21693,food,upi,gpay,,
netflix spotify hotstar subscription movie show ₹28234 cash,28234,entertainment,cash,,,
Bike loan EMI INR 5087,5087,emi,upi,phonepe,,
exam fee ki fees 11466 rs. card se bhra,11466,education,card,,,
Mutual fund SIP INR 15651,15651,investment,card,,,
clothing store bill pe shopping kiya 34927 rs khrcha Phone Pe se,34927,shopping,upi,phonepe,,
grocery vegetables milk bread ₹3063 paid PhonePe,3063,food,upi,phonepe,,
Clothing store bill INR 31895,31895,shopping,upi,gpay,,
crypto investment ka SIP 14288 rs card se bhara,14288,investment,card,,,
Uber ride INR 5149,5149,travel,upi,phonepe,,
hospital doctor pharmacy medicine diagnostic ₹35078 card,35078,healthcare,card,,,
home loan car loan credit card EMI monthly ₹3039 autopay card,3039,emi,card,,,
loan ka credit card emi 47701 rupay card se pay kiya,47701,emi,card,,,
mutual fund SIP stocks PPF FD investment ₹25551 BHIM,25551,investment,upi,bhim,,
netflix spotify hotstar subscription movie show ₹19414 cash,19414,entertainment,cash,,,
Paid ₹17702 to Medical test charges using Paytm HDFC Bank 4190,17702,healthcare,upi,paytm,,
ola cab ki ticket 9934 rupay me book kiya card se,9934,travel,card,,,
aaj train ticket irctc lia 29160 rupaiye PhonePe se pay kya,29160,travel,upi,phonepe,,
Fixed deposit investment INR 24427,24427,investment,card,,,
Messy outlier tx paypal,"1,000",junk_tag,paypal,,,
dost ko 3321 rupye Paytm se bheje,3321,friends,upi,paytm,,
home loan car loan credit card EMI monthly ₹10587 autopay card,10587,emi,card,,,
Mobile recharge INR 8638,8638,utilities,cash,,,
home loan car loan credit card EMI monthly ₹35938 autopay PhonePe,35938,emi,upi,phonepe,,
electricity water broadband mobile recharge bill ₹23449 Google Pay,23449,utilities,upi,gpay,,
uber ola cab ride airport train ticket ₹19497 card,19497,travel,card,,,
aaj food court payment se khana order kia 31756 rs. cash se diy,31756,food,cash,,,
Paid ₹21741 to Movie ticket booking using paytm,21741,entertainment,upi,paytm,,
electricity water broadband mobile recharge bill ₹7962 paytm,7962,utilities,upi,paytm,,
Restaurant bill INR 30611,30611,food,upi,paytm,,
train ticket irctc ki ticket 35992 rupaye me book kiya Paytm se,35992,travel,upi,paytm,,
home loan car loan credit card EMI monthly ₹7937 autopay card,7937,emi,card,,,
hospital doctor pharmacy medicine diagnostic ₹31165 card,31165,healthcare,card,,,
Bus ticket INR 8946,8946,travel,card,,,
Fixed deposit investment INR 21098,21098,investment,card,,,
paid back friend lent money ₹8253 CRED,8253,friends,upi,cred,,
Netflix subscription INR 30396,30396,entertainment,card,,,
uber ride ki ticket 36068 rupye me book kiyaa card se,36068,travel,card,,,
electronics clothes purchase ₹46246 via Paytm,46246,shopping,upi,paytm,,
Water bill INR 21877,21877,utilities,card,,,
GPay payment ₹6793 Electronics shopping,6793,shopping,upi,gpay,,
Uber ride INR 29994,29994,travel,card,,,
electricity water broadband mobile recharge bill ₹34108 cred,34108,utilities,upi,cred,,
mutual fund sip me 2414 rupye invest kya bhim se,2414,investment,upi,bhim,,
home loan car loan credit card EMI monthly ₹16102 autopay card,16102,emi,card,,,
netflix spotify hotstar subscription movie show ₹10724 card,10724,entertainment,card,,,
CRED: Payment of ₹49276 to Food court payment successful,49276,food,upi,cred,,
Hospital bill INR 20418,20418,healthcare,card,,,
ppf contribution ka SIP 41867 rs. PhonePe se bhara,41867,investment,upi,phonepe,,
netflix spotify hotstar subscription movie show ₹18555 gpay,18555,entertainment,upi,gpay,,
Zomato dinner INR 38494,38494,food,upi,cred,,
Paid ₹5717 to Movie ticket booking using paytm,5717,entertainment,upi,paytm,,
grocery vegetables milk bread ₹5550 paid gpay,5550,food,upi,gpay,,
Exam fee INR 13362,13362,education,upi,phonepe,,
online clothing store bill se 44903 ka saman lya PhonePe se pay kia,44903,shopping,upi,phonepe,,
18101 rs. kharchaa kiya game purchase pe BHIM se,18101,entertainment,upi,bhim,,
loan ka home loan emi 30868 rupay card se pay kiyaa,30868,emi,card,,,
grocery vegetables milk bread ₹26068 paid cash,26068,food,cash,,,
stock purchase me 49341 rs. invest kiya card se,49341,investment,card,,,
game purchase ka ticket 42904 rupaiye me liya cash se,42904,entertainment,cash,,,
Swiggy order INR 22516,22516,food,card,,,
game purchase dekha 14362 rupaiye lgaa cash se die,14362,entertainment,cash,,,
hospital bill pe 15758 rs. kharch hui davai pe card se,15758,healthcare,card,,,
swiggy order ka khana 14311 rupay me aaya cash se diye,14311,food,cash,,,
CRED payment ₹38653 Pharmacy medicine purchase,38653,healthcare,upi,cred,,
Uber ride INR 44340,44340,travel,upi,phonepe,,
electricity water broadband mobile recharge bill ₹15060 PhonePe,15060,utilities,upi,phonepe,,
doctor consultation me 42352 rs. kharch hua paytm se diy,42352,healthcare,upi,paytm,,
padhai ke liye exam fee pe 10171 rupaiye karcha kiya Paytm se,10171,education,upi,paytm,,
mutual fund sip ka SIP 38199 rs. cred se bhra,38199,investment,upi,cred,,
netflix spotify hotstar subscription movie show ₹44660 cash,44660,entertainment,cash,,,
kal raat dinner split 13811 rs CRED,13811,friends,upi,cred,,
online online shopping payment se 8697 ka saman lia cash se pay kiya,8697,shopping,cash,,,
mutual fund SIP stocks PPF FD investment ₹11654 GPay,11654,investment,upi,gpay,,
Rs. 28914 sent to Electricity bill payment via Phone Pe UPI,28914,utilities,upi,phonepe,,
swiggy order ka khana 4981 rupaye me aaya Paytm se diy,4981,food,upi,paytm,,
9907 rupaye ka doctor consultation bill aaya card se pay kia,9907,healthcare,card,,,
42880 rupay kharchaa kiyaa movie ticket booking pe PhonePe se,42880,entertainment,upi,phonepe,,
grocery vegetables milk bread ₹29685 paid cash,29685,food,cash,,,
2112 rupaye friend ko UPI gpay se transfer,2112,friends,upi,gpay,,
45220 rs. mutual fund sip me daale card se,45220,investment,card,,,
Personal loan installment INR 29883,29883,emi,upi,gpay,,
Food court payment INR 6637,6637,food,cash,,,
Mobile recharge INR 41127,41127,utilities,upi,paytm,,
Lunch at hotel INR 13019,13019,food,upi,cred,,
Library fee INR 18345,18345,education,upi,bhim,,
Internet recharge INR 30277,30277,utilities,card,,,
electronics shopping pe shopping kya 48887 rupay kharchaa BHIM se,48887,shopping,upi,bhim,,
₹21902 debited from your account for Concert ticket (paytm UPI),21902,entertainment,upi,paytm,,
28611 rs ka bike loan emi installment Paytm se diy,28611,emi,upi,paytm,,
concert ticket ka ticket 10970 rs me lya Paytm se,10970,entertainment,upi,paytm,,
Bike loan EMI INR 27690,27690,emi,card,,,
Online shopping payment INR 4718,4718,shopping,card,,,
Train ticket IRCTC INR 43416,43416,travel,card,,,
Paid ₹43349 to Hospital bill using paytm,43349,healthcare,upi,paytm,,
amazon flipkart myntra online shopping order ₹23851 GPay,23851,shopping,upi,gpay,,
Personal loan installment INR 40434,40434,emi,upi,paytm,,
college fees payment ki fees 21790 rupaiye GPay se bhra,21790,education,upi,gpay,,
48318 rupye khrcha kiya game purchase pe cred se,48318,entertainment,upi,cred,,
Doctor consultation INR 26046,26046,healthcare,cash,,,
aaj stock purchase me 2263 rupaye lagaye BHIM se,2263,investment,upi,bhim,,
school college tuition course books fees ₹13517 card,13517,education,card,,,
